265,123,241,288,307,316
256,181,315,343,346,343
299,479,495,454,418,387
363,712,618,516,451,406
384,724,596,493,435,395
380,717,577,479,423,384
377,711,566,471,418,378
376,706,553,460,409,368
370,662,502,418,374,340
369,490,372,338,328,316
349,180,169,222,267,290
317,139,152,205,249,275
301,137,171,217,253,275
297,138,173,217,251,273
290,136,172,214,248,269
290,137,171,214,247,271
289,134,221,274,303,317
291,138,270,333,354,358
288,136,257,307,327,336
273,127,248,296,314,322
269,125,244,293,311,319
264,124,242,289,307,317
251,192,301,323,327,326
290,488,498,452,412,378
356,709,608,505,441,396
285,135,268,322,342,347
323,141,152,210,256,282
377,719,590,487,429,389
283,133,255,305,324,332
308,135,162,211,250,275
377,710,575,477,421,381
274,128,248,296,315,323
298,137,172,216,251,273
376,711,565,470,417,377
268,125,245,293,310,318
292,136,172,216,249,270
375,704,551,459,408,368
262,122,243,291,312,321
288,133,170,210,243,266
365,589,456,387,353,326
262,290,372,370,357,345
281,128,196,244,273,290
357,475,359,327,317,305
316,603,564,492,439,397
287,135,258,317,341,348
342,164,156,211,258,283
370,715,590,485,425,386
