5381.0,-0.981
5431.0,-0.995
5481.0,-1
5531.0,-0.995
5581.0,-0.979
5631.0,-0.954
5681.0,-0.919
5741.0,-0.875
5791.0,-0.823
5841.0,-0.762
5891.0,-0.694
5941.0,-0.618
5991.0,-0.537
6041.0,-0.45
6091.0,-0.358
6141.0,-0.263
6191.0,-0.166
6241.0,-0.066
6291.0,0.034
6341.0,0.133
6391.0,0.232
6441.0,0.327
6491.0,0.42
6541.0,0.509
6592.0,0.592
6642.0,0.67
6692.0,0.74
6742.0,0.804
6792.0,0.859
6842.0,0.906
6892.0,0.944
6942.0,0.972
6992.0,0.991
7042.0,0.999
7092.0,0.998
7142.0,0.987
7192.0,0.966
7242.0,0.935
7292.0,0.895
7342.0,0.846
7392.0,0.788
7442.0,0.723
7492.0,0.65
7542.0,0.571
7593.0,0.486
7643.0,0.397
7693.0,0.303
7743.0,0.206
7793.0,0.108
7843.0,0.008
7893.0,-0.092
7943.0,-0.191
7993.0,-0.288
8043.0,-0.382
8093.0,-0.472
8143.0,-0.558
8193.0,-0.638
8243.0,-0.712
8293.0,-0.778
8343.0,-0.837
8393.0,-0.888
8443.0,-0.929
8493.0,-0.961
8543.0,-0.984
8593.0,-0.997
8644.0,-1
8694.0,-0.993
8744.0,-0.976
8794.0,-0.949
8844.0,-0.913
8894.0,-0.867
8944.0,-0.813
8994.0,-0.751
9044.0,-0.681
9094.0,-0.605
9144.0,-0.522
9194.0,-0.435
9244.0,-0.342
9294.0,-0.247
9344.0,-0.149
9394.0,-0.05
9444.0,0.05
9494.0,0.15
9544.0,0.248
9594.0,0.343
9645.0,0.435
9695.0,0.523
9745.0,0.606
9795.0,0.682
9845.0,0.752
9895.0,0.814
9945.0,0.868
9995.0,0.913
10045.0,0.949
10095.0,0.976
10145.0,0.993
10195.0,1
10245.0,0.997
10295.0,0.984
10345.0,0.961
10395.0,0.929
10445.0,0.887
10495.0,0.837
10545.0,0.778
10595.0,0.711
10645.0,0.637
10695.0,0.557
10745.0,0.472
10795.0,0.381
10845.0,0.287
10895.0,0.19
10946.0,0.091
10996.0,-0.009
11046.0,-0.109
11096.0,-0.207
11146.0,-0.304
11196.0,-0.398
11246.0,-0.487
11296.0,-0.572
11346.0,-0.651
11396.0,-0.723
11446.0,-0.789
11496.0,-0.846
11546.0,-0.895
11596.0,-0.935
11646.0,-0.966
11696.0,-0.987
11746.0,-0.998
11796.0,-0.999
11846.0,-0.99
11896.0,-0.972
11947.0,-0.943
11997.0,-0.906
12047.0,-0.859
12097.0,-0.803
12147.0,-0.74
12197.0,-0.669
12247.0,-0.591
12297.0,-0.508
12347.0,-0.419
12397.0,-0.327
12447.0,-0.231
12497.0,-0.132
12547.0,-0.033
12597.0,0.067
12647.0,0.166
12697.0,0.264
12747.0,0.359
12797.0,0.45
12847.0,0.537
12897.0,0.619
12947.0,0.694
12998.0,0.763
13048.0,0.823
13098.0,0.876
13148.0,0.92
13198.0,0.954
13248.0,0.979
13298.0,0.995
13348.0,1
13398.0,0.995
13448.0,0.981
13498.0,0.956
13548.0,0.922
13598.0,0.879
13648.0,0.827
13698.0,0.767
13748.0,0.699
13798.0,0.624
13848.0,0.543
13898.0,0.457
13948.0,0.366
13999.0,0.271
14049.0,0.173
14099.0,0.074
14149.0,-0.026
14199.0,-0.125
14249.0,-0.224
14299.0,-0.32
14349.0,-0.413
14399.0,-0.502
14449.0,-0.586
14499.0,-0.664
14549.0,-0.735
14599.0,-0.799
14649.0,-0.855
14699.0,-0.903
14749.0,-0.941
14799.0,-0.97
14849.0,-0.989
14899.0,-0.999
14949.0,-0.998
15000.0,-0.988
15050.0,-0.968
15100.0,-0.938
15150.0,-0.898
15200.0,-0.85
15250.0,-0.793
15300.0,-0.728
15350.0,-0.656
15400.0,-0.578
15450.0,-0.493
15500.0,-0.404
15550.0,-0.311
15600.0,-0.214
15650.0,-0.116
15700.0,-0.016
15750.0,0.084
15800.0,0.183
15850.0,0.28
15900.0,0.375
15950.0,0.465
16000.0,0.551
16051.0,0.632
16101.0,0.706
16151.0,0.773
16201.0,0.833
16251.0,0.884
16301.0,0.926
16351.0,0.959
16401.0,0.983
16451.0,0.996
16501.0,1
16551.0,0.994
16601.0,0.977
16651.0,0.951
16701.0,0.916
16751.0,0.871
16801.0,0.818
16851.0,0.756
16901.0,0.687
16951.0,0.611
17001.0,0.529
17052.0,0.442
17102.0,0.35
17152.0,0.255
17202.0,0.157
17252.0,0.057
17302.0,-0.042
17352.0,-0.142
17402.0,-0.24
17452.0,-0.336
17502.0,-0.428
17552.0,-0.516
17602.0,-0.599
17652.0,-0.676
17702.0,-0.746
17752.0,-0.809
17802.0,-0.864
17852.0,-0.91
17902.0,-0.947
17952.0,-0.974
18002.0,-0.992
18053.0,-1
18103.0,-0.997
18153.0,-0.985
18203.0,-0.963
18253.0,-0.932
18303.0,-0.891
18353.0,-0.841
18403.0,-0.783
18453.0,-0.717
18503.0,-0.644
18553.0,-0.564
18603.0,-0.479
18653.0,-0.389
18703.0,-0.295
18753.0,-0.198
18803.0,-0.099
18853.0,0.001
18903.0,0.101
18953.0,0.2
19003.0,0.296
19054.0,0.39
19104.0,0.48
19154.0,0.565
19204.0,0.645
19254.0,0.718
19304.0,0.784
19354.0,0.842
19404.0,0.892
19454.0,0.932
19504.0,0.964
19554.0,0.986
19604.0,0.998
19654.0,1
19704.0,0.992
19754.0,0.974
19804.0,0.946
19854.0,0.909
19904.0,0.863
19954.0,0.808
20004.0,0.745
20055.0,0.675
20105.0,0.598
20155.0,0.515
20205.0,0.427
20255.0,0.334
20305.0,0.238
20355.0,0.14
20405.0,0.041
20455.0,-0.059
20505.0,-0.159
20555.0,-0.256
20605.0,-0.352
20655.0,-0.443
20705.0,-0.531
20755.0,-0.613
20805.0,-0.688
20855.0,-0.757
20905.0,-0.819
20955.0,-0.872
21005.0,-0.917
21055.0,-0.952
21105.0,-0.978
21156.0,-0.994
21206.0,-1
21256.0,-0.996
21306.0,-0.982
21356.0,-0.959
21406.0,-0.925
21456.0,-0.883
21506.0,-0.832
21556.0,-0.772
21606.0,-0.705
21656.0,-0.631
21706.0,-0.55
21756.0,-0.464
21806.0,-0.373
21856.0,-0.279
21906.0,-0.181
21956.0,-0.082
22006.0,0.018
22056.0,0.117
22106.0,0.216
22156.0,0.312
22206.0,0.406
22256.0,0.495
22307.0,0.579
22357.0,0.658
22407.0,0.73
22457.0,0.794
22507.0,0.851
22557.0,0.899
22607.0,0.938
22657.0,0.968
22707.0,0.988
22757.0,0.999
22807.0,0.999
22857.0,0.989
22907.0,0.97
22957.0,0.94
23007.0,0.902
23057.0,0.854
23107.0,0.798
23157.0,0.734
23207.0,0.662
23257.0,0.584
23308.0,0.5
23358.0,0.411
23408.0,0.318
23458.0,0.222
23508.0,0.124
23558.0,0.024
23608.0,-0.076
23658.0,-0.175
23708.0,-0.273
23758.0,-0.367
23808.0,-0.458
23858.0,-0.545
23908.0,-0.626
23958.0,-0.701
24008.0,-0.768
24058.0,-0.828
24108.0,-0.88
24158.0,-0.923
24208.0,-0.957
24258.0,-0.981
24309.0,-0.996
24359.0,-1
24409.0,-0.994
24459.0,-0.979
24509.0,-0.954
24559.0,-0.919
24609.0,-0.875
24659.0,-0.822
24709.0,-0.761
24759.0,-0.693
24809.0,-0.617
24859.0,-0.536
24909.0,-0.449
24959.0,-0.357
25009.0,-0.262
25059.0,-0.165
25109.0,-0.065
25159.0,0.035
25209.0,0.134
25259.0,0.232
25310.0,0.328
25360.0,0.421
25410.0,0.509
25460.0,0.593
25510.0,0.67
25560.0,0.741
25610.0,0.804
25660.0,0.86
25710.0,0.906
25760.0,0.944
25810.0,0.972
25860.0,0.991
