847287,151,53,71,94,118,125
847319,150,50,66,87,111,117
847351,189,211,151,140,144,130
847386,133,43,82,105,125,124
847420,140,46,68,92,116,120
847452,151,44,50,75,103,108
847484,206,337,236,199,184,154
847519,132,43,102,130,148,144
847554,147,50,79,105,129,134
847587,149,52,70,93,117,124
847620,149,49,65,87,111,117
847651,187,204,146,137,142,129
847687,132,42,80,103,123,123
847720,139,46,67,91,114,118
847753,149,43,49,74,102,107
847784,204,331,232,195,182,152
847820,132,43,101,128,146,143
847854,147,51,79,105,129,133
847952,186,198,142,134,140,128
847987,132,43,79,102,122,122
848021,139,47,67,91,114,118
848053,149,43,49,75,103,107
848086,203,326,228,193,180,151
848120,131,41,100,127,145,141
848155,146,51,78,104,128,132
848188,148,52,70,92,116,123
848221,147,49,65,86,110,116
848252,185,195,139,133,138,127
848288,132,43,78,101,121,122
848321,138,46,67,90,113,117
848354,147,42,48,74,102,107
848386,202,321,224,190,178,148
848421,131,42,99,126,144,140
848454,147,50,75,102,127,131
848488,149,52,67,91,116,122
848520,181,159,117,119,131,124
848556,134,44,73,95,116,118
848587,142,41,55,81,107,111
848620,191,254,177,158,156,136
848655,130,41,87,112,131,129
848689,141,48,71,96,120,123
848720,160,70,67,88,112,114
848753,215,380,271,227,207,171
848788,138,45,113,143,161,157
848823,156,56,85,113,138,143
848856,157,57,75,98,123,131
848888,156,49,61,85,111,118
848920,199,256,178,159,157,139
848956,135,44,88,113,133,132
848989,144,50,72,97,121,125
849021,161,68,66,87,111,114
849053,215,378,269,225,206,171
849089,139,45,113,142,161,157
849123,156,56,85,113,138,143
849157,157,56,75,98,123,130
849188,156,48,61,86,111,118
849221,199,252,178,159,157,139
849256,135,43,89,114,133,132
849290,144,48,72,97,121,125
849321,161,66,64,86,111,114
849354,215,376,268,224,205,170
849389,138,45,112,142,160,156
849424,155,56,85,112,137,142
849457,157,56,74,97,122,130
849489,156,49,61,86,111,118
849521,198,246,174,156,155,138
849557,135,44,88,112,132,131
849590,144,48,72,96,120,124
849623,160,66,64,86,110,113
849654,214,373,265,222,203,168
849690,138,45,112,141,159,155
849724,155,55,84,112,136,142
849758,156,56,74,97,122,129
849789,155,48,62,86,111,118
849822,197,247,174,156,155,138
849857,135,43,88,112,131,130
849891,144,49,72,96,120,124
849923,159,62,63,85,110,113
849955,214,371,264,222,202,168
849990,137,45,111,140,158,154
850025,154,56,84,111,136,141
850058,156,56,73,96,121,129
850091,155,47,61,85,111,118
850122,197,244,172,155,154,137
850158,134,43,87,112,131,130
850191,143,50,72,96,120,124
850224,160,64,64,86,110,113
850255,214,371,264,221,202,168
850291,138,44,111,140,158,154
850325,154,55,84,112,136,141
850359,156,55,73,97,122,129
850391,155,48,62,86,111,118
850423,197,247,174,156,155,138
850458,135,44,88,112,132,131
850492,144,49,72,96,120,124
850524,160,62,62,85,110,113
850556,215,372,265,222,203,168
850591,138,45,111,140,158,154
850626,154,55,84,111,136,141
850659,156,57,74,97,122,129
850692,155,48,61,86,111,118
850723,197,245,172,155,154,137
850759,134,43,87,111,131,130
850792,143,48,72,96,120,124
850825,159,64,64,86,110,113
850856,214,370,265,222,202,168
850892,138,45,112,141,159,155
850926,155,56,84,112,137,142
850960,156,56,74,97,122,130
850992,155,48,62,86,111,118
851024,198,247,174,156,155,138
851059,135,43,89,113,132,131
851093,144,49,72,97,120,125
851125,160,62,63,85,110,113
851158,215,373,266,223,203,168
851192,138,45,112,141,159,155
851227,154,55,85,112,137,142
851260,156,55,74,97,122,130
851293,155,48,62,86,111,118
851324,197,246,173,156,155,138
851360,134,43,88,112,131,130
851393,144,49,71,96,120,124
851426,160,64,63,85,110,113
851458,213,371,264,221,202,168
851493,138,45,111,140,159,154
851527,154,55,84,111,136,141
851561,156,56,73,97,122,129
851593,155,48,62,86,111,118
851625,197,249,175,157,156,138
851660,135,44,88,112,132,131
851694,144,49,72,96,120,124
851726,160,64,64,86,111,113
851759,215,374,266,223,203,169
851793,138,44,112,141,159,155
851828,155,56,84,112,136,142
851861,156,55,74,97,122,130
851894,155,48,61,86,111,118
851926,198,246,173,156,155,138
851961,135,45,87,112,131,130
851994,143,49,72,96,120,124
852027,160,65,63,85,110,113
852059,214,371,264,221,202,168
852094,138,45,111,140,158,154
852128,154,56,84,111,136,141
852162,155,56,73,97,122,129
852194,155,47,65,87,112,119
852227,198,249,175,158,157,139
852261,135,45,89,113,132,131
852295,144,48,72,97,121,125
852327,160,65,64,86,111,114
852360,215,374,266,223,204,169
852395,138,45,111,141,159,155
852429,155,55,84,111,136,142
852462,156,57,74,97,122,129
852495,155,48,61,85,111,118
852527,198,247,174,156,156,138
852562,135,44,87,112,131,131
852595,143,48,71,96,119,124
852628,160,67,64,86,110,113
852660,214,373,266,223,203,169
852696,138,44,112,141,159,155
852729,155,55,84,112,137,142
852763,156,56,74,97,122,129
852795,155,48,62,86,111,118
852828,198,251,177,159,157,139
852862,135,43,88,113,132,131
852896,144,49,72,96,120,125
852928,161,67,65,87,111,114
852961,216,378,269,225,205,170
852996,138,46,112,142,160,156
853030,155,56,85,113,137,143
853063,157,55,74,97,122,130
853096,156,48,60,84,111,118
853128,199,250,177,158,156,139
853164,135,43,89,113,132,132
853196,144,49,72,97,121,125
853229,162,70,68,89,112,115
853261,216,379,271,227,207,171
853297,139,45,114,143,162,157
853330,156,57,85,113,138,143
853364,157,56,74,98,122,130
853396,156,48,60,85,111,118
853429,200,258,180,161,158,140
853464,135,45,90,114,133,132
853497,144,49,72,97,121,125
853529,162,70,68,89,113,115
853562,217,382,273,228,208,172
853597,139,45,113,143,162,157
853632,156,57,85,113,138,143
853665,157,56,75,98,123,131
853697,157,49,60,85,111,118
853729,200,257,180,160,158,140
853765,135,43,89,114,133,132
853798,145,50,73,97,121,125
853830,163,74,70,90,113,115
853862,216,382,273,229,208,172
853898,139,45,114,144,162,157
853933,156,56,86,113,138,143
853965,158,57,75,98,123,131
853998,157,49,60,85,111,118
854030,200,260,183,163,159,141
854066,135,44,90,115,134,133
854098,145,49,72,98,122,126
854131,163,73,70,90,114,116
854163,218,385,276,231,210,174
854199,140,45,115,145,163,159
854233,157,57,86,115,140,145
854266,159,57,75,100,124,132
854299,153,54,69,92,116,123
854332,152,46,48,76,103,110
854364,201,292,202,174,166,143
854400,132,42,94,119,138,135
854432,145,49,74,100,124,128
854466,146,50,66,89,113,119
854498,173,129,100,106,121,117
854534,132,43,68,88,110,113
854565,138,40,59,81,105,109
854598,184,223,157,143,144,128
854633,128,41,82,107,126,124
854667,138,46,68,94,117,120
854699,153,48,53,80,106,110
854731,209,352,248,208,191,159
854766,134,43,105,134,152,148
854801,150,53,80,107,132,137
854834,152,53,71,94,119,126
854866,151,47,63,86,111,117
854898,193,227,162,148,149,134
854934,133,44,84,108,128,127
854967,142,49,70,94,118,122
855000,155,50,53,79,106,110
855031,210,356,251,211,194,161
855067,135,43,107,135,153,149
855101,151,54,81,108,133,138
855135,153,55,72,95,120,127
855166,152,49,64,87,111,118
855199,193,231,164,149,150,135
855234,134,44,85,109,128,128
855268,142,47,70,94,118,122
855300,156,51,54,79,106,110
855332,210,357,251,211,194,161
855367,135,44,107,135,153,149
855402,151,53,81,108,133,138
855435,152,54,72,95,120,127
855468,152,47,64,87,111,118
855499,193,230,164,149,150,134
855535,134,43,85,109,129,128
855568,142,49,70,94,118,122
855601,156,51,55,79,106,110
855632,210,358,252,211,194,161
855668,135,43,107,135,154,149
855702,151,53,82,108,133,138
855736,152,54,72,95,120,127
855768,152,48,64,87,111,117
855800,193,231,164,149,150,135
855835,134,44,85,109,129,128
855869,142,47,70,95,118,122
855901,156,51,55,79,107,111
855933,211,358,253,212,195,162
855968,135,43,107,136,154,150
856003,151,54,82,109,133,138
856036,153,55,72,95,120,127
856069,152,48,63,86,111,118
856100,194,233,165,150,151,135
856136,134,43,85,109,129,128
856169,142,47,70,94,118,122
856202,156,51,56,80,106,111
856233,211,359,254,212,195,162
856269,135,43,107,136,154,150
856303,151,54,82,109,133,138
856337,153,55,72,95,120,127
856369,152,48,64,87,111,117
856401,194,233,166,151,151,135
856436,134,44,86,110,129,128
856470,142,48,70,95,118,123
856502,157,54,57,81,107,111
856535,211,361,255,214,196,163
856569,136,43,109,137,155,151
856604,152,54,83,110,134,139
856637,154,54,73,96,120,128
856670,153,49,63,86,111,118
856701,195,236,167,151,152,136
856737,134,44,86,110,129,128
856770,143,49,70,95,118,123
856803,157,55,58,81,107,111
856835,211,362,256,214,197,163
856870,136,44,108,137,155,151
856904,152,54,82,109,134,139
856938,154,55,72,96,121,127
856970,153,47,63,86,111,118
857003,194,238,167,151,152,135
857037,134,43,85,110,129,128
857071,142,49,70,95,119,123
857103,157,56,58,82,108,112
857136,211,363,256,215,197,164
857170,136,43,108,137,155,151
857205,152,55,83,110,134,139
857238,154,54,72,96,121,128
857271,153,48,63,86,111,118
857303,195,238,168,152,152,136
857338,134,44,86,110,130,129
857371,143,48,71,95,119,123
857404,157,56,58,82,108,111
857436,212,362,256,215,197,164
857472,136,44,108,137,155,151
857505,152,55,82,110,134,139
857539,154,54,73,96,120,128
857571,153,49,65,87,112,118
857604,195,239,168,153,153,136
857638,134,43,86,111,130,130
857672,143,49,71,95,119,123
857704,158,57,59,82,108,112
857737,212,364,258,217,199,165
857772,136,44,109,138,156,152
857806,153,55,83,110,135,140
857839,155,55,73,96,121,128
857872,154,48,62,86,111,118
857904,195,239,169,153,153,136
857939,134,44,87,111,130,129
857972,143,48,71,95,119,123
858005,158,58,59,82,108,112
858037,212,366,259,217,199,165
858073,136,44,109,138,157,152
858106,152,54,84,111,135,140
858140,154,56,74,96,121,128
858172,154,48,63,86,111,118
858205,196,241,170,153,153,137
858240,134,44,86,111,130,130
