290,136,259,310,329,338
276,130,251,298,316,324
269,128,245,293,311,319
264,123,241,288,308,318
288,16,513,429,383,347
362,469,358,326,319,309
286,134,243,297,321,331
284,144,271,322,339,344
307,139,169,216,253,276
299,137,174,218,252,274
268,126,244,292,310,318
375,705,549,457,406,366
369,652,495,413,371,338
368,480,365,334,326,315
350,174,166,219,266,290
317,138,152,205,249,275
375,712,580,299,317,326
271,125,246,294,312,320
275,708,560,467,414,374
372,698,542,450,400,360
87,133,166,208,242,266
287,133,214,267,296,311
296,139,273,333,356,362
289,136,256,307,326,336
274,127,248,296,314,322
268,126,244,291,310,318
264,123,241,288,306,314
72,693,533,443,394,355
298,154,216,249,273,287
301,142,233,289,319,333
361,710,618,525,461,416
387,723,597,493,435,397
379,716,577,477,421,382
299,137,173,216,250,273
293,135,171,215,249,270
375,707,540,287,306,316
371,686,525,436,389,351
371,569,429,372,347,326
293,137,240,296,323,335
295,140,273,331,351,357
289,136,260,310,329,337
274,127,240,288,306,316
352,589,497,422,382,353
270,123,154,190,221,242
241,110,220,263,281,290
350,662,501,415,367,329
276,124,187,236,267,284
301,532,514,456,412,379
356,708,600,496,432,389
316,137,150,206,251,276
278,128,252,302,320,328
375,714,574,477,421,381
297,137,173,216,251,272
268,124,243,291,309,317
374,708,560,466,413,373
373,691,537,447,398,359
299,131,204,242,266,281
299,138,228,284,313,328
355,710,623,530,465,419
344,154,158,221,271,299
295,139,262,313,333,342
380,717,580,479,422,383
301,139,172,217,252,274
271,126,245,293,311,320
375,708,557,465,412,372
288,133,170,212,245,266
255,168,304,335,341,339
371,584,437,377,349,326
292,137,235,291,318,330
295,141,274,333,354,360
384,723,596,494,434,396
316,139,153,206,249,276
274,128,242,288,307,317
265,122,242,289,307,315
372,706,553,460,408,368
286,132,169,208,242,264
256,214,336,356,354,347
371,549,413,363,342,323
294,137,246,302,329,339
367,715,615,513,449,405
330,145,158,216,262,288
287,135,257,307,326,335
380,717,576,478,423,383
377,709,564,470,417,377
292,134,171,214,247,269
262,123,241,288,309,319
370,667,506,422,377,342
290,133,200,250,281,299
296,138,257,315,340,349
373,714,600,497,437,397
377,719,586,483,425,386
273,127,249,297,315,323
269,125,246,293,312,319
294,136,172,215466,414,373
369,601,475,405,369,340
351,617,457,382,343,312
352,405,313,299,302,299
336,144,150,213,263,290
288,137,257,307,327,335
374,715,579,477,420,380
374,711,567,472,418,377
293,137,171,215,248,270
265,123,241,288,306,315
372,692,533,444,395,356
292,136,178,223,256,278
292,135,229,284,312,325
356,710,617,521,455,410
336,146,154,216,265,292
291,136,261,311,330,339
276,129,249,297,315,324
376,713,568,472,418,378
375,707,557,464,411,371
289,134,170,212,244,266
255,197,321,347,349,345
301,482,499,456,419,388
359,305,247,264,288,299
294,139,274,332,351,357
384,723,596,493,435,395
315,138,159,210,251,277
276,128,248,296,315,323
270,124,243,292,310,318
375,707,554,462,410,370
288,135,170,211,243,266
261,245,354,368,362,352
371,530,401,356,339,322
296,138,251,309,335,345
370,716,608,506,443,401
326,146,157,212,258,284
284,133,255,305,324,333
379,715,575,477,422,382
377,710,564,470,416,376
292,134,172,214,248,269
262,122,240,289,310,320
369,658,500,417,373,339
290,133,204,254,285,302
298,149,271,327,349,356
377,719,599,496,436,397
378,717,587,484,426,386
375,707,556,463,411,370
288,131,172,213,244,266
257,215,335,356,355,349
372,550,414,364,343,324
294,135,243,301,328,339
366,714,614,511,447,404
329,144,157,215,261,287
287,135,259,308,327,336
276,129,248,297,315,324
377,710,564,470,417,377
375,706,552,459,408,368
287,134,170,210,242,265
261,256,362,372,365,354
371,514,392,351,336,321
356,230,200,237,275,295
292,138,268,321,340,347
325,143,156,211,256,282
283,133,254,304,323,331
307,138,169,216,253,276
275,127,247,296,315,323
377,710,564,470,417,377
293,135,174,216,249,270
368,666,521,438,393,357
259,121,230,278,300,310
362,647,487,405,363,329
282,131,203,254,283,299
363,474,361,331,322,311
293,138,263,322,346,353
374,715,590,487,428,391
315,136,132,193,240,268
270,124,246,293,311,319
296,134,164,210,245,268
292,134,170,214,248,269
264,125,242,289,307,315
373,700,543,452,401,361
288,133,167,209,243,266
269,349,406,388,368,350
326,665,598,510,449,402
336,147,150,212,261,287
313,137,150,202,245,271
298,135,168,214,249,271
374,710,568,472,418,377
292,135,171,214,248,270
264,123,241,287,306,314
372,691,536,446,397,358
256,130,276,317,329,332
371,609,457,388,355,328
284,409,454,429,401,376
364,384,303,298,306,307
351,707,619,526,461,414
386,725,597,493,435,397
379,717,579,478,422,382
299,137,171,216,251,273
376,710,567,472,418,378
269,125,243,291,309,318
375,707,553,460,409,369
287,133,169,210,243,265
257,214,334,355,354,347
370,544,410,360,340,322
357,277,230,253,282,296
291,143,271,327,346,352
382,722,593,490,432,392
311,140,170,218,255,279
301,137,173,218,253,275
270,126,243,290,309,317
262,122,239,286,308,317
369,666,505,421,376,342
289,133,198,248,279,298
369,512,387,347,333,319
295,139,256,314,339,348
354,222,193,233,272,293
371,715,601,497,436,396
289,136,264,317,336,343
377,719,588,486,428,387
306,139,169,216,253,276
275,127,248,297,315,324
299,138,173,217,251,274
291,134,171,214,247,268
374,704,547,456,405,365
288,134,167,208,241,265
287,131,206,256,286,302
326,618,576,501,448,405
348,160,157,215,263,288
287,135,258,309,328,336
373,714,583,480,422,382
301,137,168,214,250,273
375,711,569,473,418,378
295,136,172,215,249,271
266,122,241,288,306,315
