10207,27.1,286,278
10228,24.2,172,209
10250,25.3,287,262
10272,27.5,324,295
10294,24.8,178,216
10315,24.6,250,243
10338,27.4,340,302
10359,25.8,210,237
10381,24.1,208,222
10403,27,344,299
10425,26.5,245,257
10446,24,182,210
10469,26.2,325,287
10490,27.2,285,278
10512,24.2,172,209
10534,25.4,289,264
10556,27.5,324,296
10577,24.9,178,217
10600,24.7,252,244
10621,27.4,340,302
10643,25.7,209,235
10665,24.1,210,224
10687,27.1,344,300
10708,26.6,244,257
10731,24,182,210
