8771082,292,140,146,171,205,238
8771119,245,108,121,140,172,203
8771154,328,707,608,495,425,370
8771191,350,599,553,513,469,417
8771227,272,106,224,294,326,337
8771264,288,129,162,206,246,273
8771300,264,122,132,159,191,219
8771337,322,707,617,499,424,375
8771373,377,716,691,631,568,501
8771409,342,135,222,332,380,390
8771446,327,153,177,225,272,306
8771482,295,142,151,176,209,242
8771519,250,113,123,143,172,204
8771555,330,711,609,497,426,370
8771592,353,610,567,524,478,424
8771628,276,107,221,295,330,341
8771664,293,133,162,207,248,276
8771700,265,124,131,158,190,219
8771737,321,705,615,497,423,374
8771773,376,718,690,630,567,500
8771810,341,142,226,334,382,391
8771847,328,156,174,223,271,306
8771883,295,145,151,176,209,242
8771919,250,112,125,144,172,203
8771955,329,705,609,498,426,371
8771992,355,623,575,530,483,428
8772028,278,109,215,292,329,341
8772065,291,132,160,205,246,274
8772101,265,117,132,158,190,218
8772137,319,707,610,493,420,372
8772173,375,711,690,628,566,499
8772210,341,136,227,335,383,391
8772247,327,153,175,223,271,305
8772283,294,140,151,176,209,242
8772320,249,113,126,144,171,202
8772356,328,709,612,501,428,372
8772392,356,631,586,539,490,433
8772428,281,110,209,291,330,343
8772465,294,136,159,204,246,275
8772501,265,119,130,157,189,218
8772538,315,704,611,493,419,372
8772575,375,719,692,631,569,502
8772611,343,140,225,335,384,393
8772647,327,155,171,221,269,304
8772683,294,140,148,173,207,241
8772720,248,114,122,141,167,198
8772756,326,703,613,501,428,371
8772793,356,637,592,544,494,436
8772829,282,109,209,292,331,344
8772866,295,139,158,204,246,275
8772901,266,123,133,159,191,219
8772938,312,708,614,496,421,373
8772975,377,719,696,636,572,505
8773011,346,146,230,340,389,397
8773048,330,157,174,223,272,307
8773084,296,141,148,174,208,242
8773121,250,112,123,142,168,198
8773156,326,705,613,502,428,371
8773193,357,640,597,547,496,437
8773229,284,111,211,296,336,348
8773266,299,139,160,207,250,279
8773302,271,123,133,159,193,222
8773339,312,704,607,490,417,371
8773376,377,714,691,629,566,499
8773411,344,142,233,340,387,395
8773448,329,157,177,225,272,307
8773484,296,138,150,176,210,243
8773521,250,111,123,143,169,198
8773557,327,704,615,503,429,372
8773594,357,642,599,549,498,439
8773629,286,113,212,297,337,349
8773666,299,135,163,208,251,280
8773702,270,126,132,158,192,222
8773739,309,704,609,492,418,372
8773776,376,717,691,630,567,501
8773812,345,137,231,340,387,396
8773849,329,157,174,223,271,307
8773884,296,143,151,175,210,243
8773921,251,113,126,144,170,198
8773957,326,706,613,503,429,372
8773994,359,651,605,554,502,443
8774030,287,114,215,300,340,352
8774067,302,137,161,208,252,282
8774103,274,122,133,160,193,223
8774139,308,695,594,483,412,368
8774176,376,717,689,625,562,496
8774212,342,142,232,339,385,393
8774249,328,152,175,224,271,305
8774285,295,141,147,174,208,241
8774322,249,109,124,142,168,196
8774358,324,702,612,501,428,371
8774394,358,657,611,558,505,444
8774430,288,114,215,301,341,353
8774467,303,137,164,210,253,283
8774503,275,123,136,162,195,225
8774540,305,668,587,478,409,366
8774577,376,713,687,623,560,494
8774612,343,139,230,337,384,392
8774649,326,152,172,220,268,303
8774685,294,139,146,172,206,239
8774722,248,113,121,140,166,193
8774758,322,704,608,498,425,368
8774795,357,665,613,561,506,445
8774831,287,114,213,301,340,352
8774867,302,140,163,210,254,283
8774904,274,126,136,162,195,225
8774940,303,661,581,475,406,364
8774977,376,719,684,620,558,493
8775013,342,135,228,334,382,390
8775050,324,152,171,219,266,301
8775086,289,133,146,170,204,237
8775122,245,109,121,140,165,191
8775158,320,702,614,503,429,371
8775195,356,666,615,563,509,448
8775231,289,115,214,302,342,354
8775268,303,135,162,210,254,284
8775305,275,128,134,161,195,225
8775341,301,656,576,471,404,363
8775377,376,720,687,623,560,494
8775413,343,141,227,334,382,390
8775450,322,149,168,215,262,298
8775486,288,134,143,167,201,235
