360,321,260,272,292,301
362,709,616,517,453,407
294,140,274,331,352,357
332,146,156,216,263,290
384,724,596,493,434,395
289,137,260,310,329,338
315,138,156,208,250,276
379,716,575,477,421,382
276,132,248,296,314,323
298,138,173,217,251,273
376,711,565,471,417,377
269,126,243,291,310,318
292,135,172,215,248,270
375,703,553,461,409,369
262,122,239,286,307,317
287,134,170,210,242,265
371,672,510,425,380,344
260,247,355,368,362,352
290,135,195,245,276,295
369,522,394,351,335,320
314,551,539,481,435,398
295,137,253,311,336,346
355,235,204,238,275,294
370,715,603,500,439,398
324,142,158,214,258,283
380,719,591,489,431,391
284,132,256,306,325,333
308,141,172,218,255,278
380,716,575,479,424,384
276,129,248,298,316,325
299,139,174,218,253,275
378,711,564,470,417,377
269,127,243,291,309,318
292,135,171,214,247,269
375,704,543,454,403,364
260,121,241,292,312,321
287,133,166,207,240,264
367,644,483,404,364,332
268,327,403,397,379,361
287,131,208,260,290,306
364,448,343,320,317,310
294,137,268,327,351,357
343,148,151,212,261,288
378,714,588,485,427,388
286,134,256,306,326,334
313,140,151,202,245,271
372,713,580,479,421,380
274,127,248,296,315,323
299,137,168,214,249,272
374,710,568,472,418,377
269,125,244,292,311,319
293,135,172,215,248,270
374,705,557,464,411,371
264,124,240,287,305,314
288,133,170,212,245,266
371,691,535,445,396,357
256,134,280,320,331,333
291,134,175,219,252,275
373,491,375,333,317,302
279,414,432,399,371,349
272,123,211,259,285,298
341,356,288,280,286,287
336,699,611,516,449,399
281,148,278,335,353,356
328,145,154,216,265,290
380,719,594,491,433,394
288,134,258,309,328,337
314,136,165,214,253,278
372,721,561,465,417,377
273,126,244,289,309,319
295,136,170,212,246,269
372,707,564,468,414,374
266,122,242,289,308,315
290,134,170,213,247,268
373,706,556,463,410,369
262,124,242,288,306,316
286,133,170,212,244,266
370,754,486,411,371,338
248,205,316,337,338,334
281,129,181,226,257,277
361,545,407,355,333,313
296,503,508,459,418,384
293,168,291,327,345,348
356,273,242,270,298,309
372,718,620,520,458,414
301,144,276,333,355,361
337,149,161,219,266,293
389,724,594,492,435,397
291,137,262,311,329,339
315,144,173,220,258,282
384,715,579,482,427,387
280,129,251,300,319,328
303,140,176,220,254,277
381,711,565,472,419,379
272,126,246,293,311,320
294,136,174,216,250,272
