22670.0,774,710
22682.0,320,448
22693.0,197,227
22706.0,688,595
22717.0,247,347
22729.0,158,224
22740.0,678,534
22753.0,343,452
22764.0,202,284
22776.0,202,174
22788.0,660,570
22800.0,237,332
22812.0,145,201
22823.0,669,544
22836.0,222,311
22847.0,140,198
22859.0,536,375
22871.0,736,669
22883.0,293,411
22894.0,181,216
22906.0,683,573
22918.0,237,332
22930.0,148,213
22941.0,666,499
22953.0,599,607
22966.0,272,383
22977.0,163,175
22989.0,665,570
23001.0,236,329
23013.0,145,207
23024.0,670,536
23036.0,224,352
23048.0,153,219
23060.0,349,246
23071.0,686,606
23084.0,257,361
23095.0,160,216
23107.0,677,560
23119.0,230,323
23131.0,144,208
23143.0,623,448
23154.0,765,705
23166.0,313,441
23178.0,193,228
23190.0,693,592
23201.0,248,346
23214.0,156,223
23225.0,675,526
23237.0,425,505
23248.0,223,318
23261.0,134,144
23273.0,647,555
23284.0,228,321
23297.0,140,196
23308.0,666,540
23320.0,220,309
23331.0,139,197
23344.0,478,332
23355.0,719,649
23367.0,283,394
23378.0,175,225
23391.0,683,572
23402.0,237,333
23414.0,150,215
23427.0,660,491
23438.0,695,667
23450.0,300,421
23461.0,181,201
23474.0,678,582
23485.0,242,338
23497.0,152,214
23508.0,675,535
23521.0,267,401
23532.0,176,251
23544.0,276,211
23556.0,672,589
23568.0,247,348
23580.0,154,213
23591.0,674,554
23604.0,227,318
23615.0,141,204
23627.0,586,414
23639.0,752,688
23651.0,303,426
23662.0,189,221
23674.0,689,583
23674.0,689,583
23686.0,242,338
23698.0,154,219
23709.0,673,515
23721.0,516,559
23734.0,247,351
23745.0,148,158
23757.0,659,563
23769.0,234,326
23781.0,144,203
23792.0,669,537
23804.0,218,316
23816.0,139,198
23828.0,411,284
23839.0,700,622
23852.0,269,375
23863.0,168,221
23875.0,680,566
23887.0,232,328
23899.0,148,212
23911.0,651,472
23922.0,775,714
23934.0,322,449
23946.0,196,230
23958.0,693,598
23969.0,249,350
23982.0,159,225
23993.0,679,535
24005.0,346,454
24016.0,202,284
24029.0,203,175
24041.0,654,566
24052.0,237,331
24065.0,146,201
24076.0,672,546
24088.0,222,312
24099.0,139,198
24112.0,539,375
24123.0,736,670
24135.0,293,412
24146.0,181,218
24159.0,680,572
24170.0,235,330
24182.0,148,213
24195.0,668,500
24206.0,601,608
24218.0,274,381
24229.0,161,170
24242.0,656,565
24253.0,235,327
24265.0,146,205
24276.0,670,536
24289.0,223,351
24300.0,153,220
24312.0,349,247
24324.0,681,605
24336.0,259,360
24348.0,158,215
24359.0,678,560
24372.0,230,322
24383.0,144,207
24395.0,623,447
24407.0,767,703
24419.0,313,439
24430.0,196,228
24442.0,686,591
24454.0,245,343
24466.0,153,220
24477.0,676,526
24489.0,421,503
24501.0,225,317
24513.0,133,144
24525.0,644,554
24537.0,227,319
24549.0,140,195
24560.0,667,539
24572.0,217,307
24584.0,136,195
24596.0,481,332
24607.0,713,647
24620.0,284,393
24631.0,174,224
24643.0,684,572
24654.0,235,331
24667.0,147,213
24679.0,663,491
24690.0,691,666
24702.0,300,419
24714.0,186,203
24726.0,674,581
24737.0,242,338
24750.0,150,214
24761.0,677,536
24773.0,263,397
24784.0,174,248
24797.0,283,213
24808.0,667,588
24820.0,250,348
24833.0,153,211
24844.0,675,555
24856.0,226,319
24867.0,143,205
24880.0,594,419
24891.0,754,692
24903.0,308,429
24914.0,189,222
24927.0,685,581
24938.0,240,337
24950.0,151,218
24962.0,672,516
24974.0,501,550
24986.0,244,346
24997.0,151,159
25010.0,652,560
25021.0,232,323
25033.0,143,200
25044.0,672,536
25057.0,217,312
25068.0,136,196
25080.0,423,292
25092.0,699,621
25104.0,269,375
25115.0,163,218
25127.0,680,566
25140.0,233,327
25151.0,148,212
25163.0,653,475
25175.0,774,713
25187.0,320,448
25198.0,201,231
25210.0,688,596
25222.0,248,348
25234.0,156,223
25245.0,679,535
25257.0,329,442
25269.0,197,278
25281.0,224,185
25293.0,659,569
25305.0,239,334
25317.0,149,202
25328.0,673,548
25340.0,223,314
25352.0,140,200
25364.0,550,383
25375.0,736,670
25388.0,296,412
25399.0,180,213
25411.0,681,570
25422.0,234,329
25435.0,148,212
25447.0,668,502
25458.0,579,596
25470.0,266,374
25482.0,162,170
25494.0,657,565
25505.0,235,327
25518.0,144,204
25529.0,673,535
25541.0,220,339
25552.0,149,211
25565.0,363,254
25576.0,684,609
25588.0,261,364
25601.0,160,216
25612.0,679,561
25624.0,229,322
25635.0,145,207
25648.0,631,454
25659.0,765,702
25671.0,314,439
25682.0,193,226
25695.0,689,592
25706.0,246,346
25718.0,156,221
25730.0,675,527
25742.0,396,487
25754.0,219,307
25765.0,149,151
25778.0,645,557
25789.0,230,322
25801.0,141,196
25812.0,669,540
25825.0,217,308
25836.0,136,196
25848.0,500,346
25860.0,721,655
25872.0,288,400
25883.0,171,221
25895.0,686,573
25908.0,235,331
25919.0,149,213
25931.0,661,494
25943.0,660,648
25955.0,294,408
25966.0,177,193
25978.0,671,577
25990.0,238,334
25990.0,238,334
26002.0,149,212
26013.0,672,536
26025.0,245,384
26037.0,169,241
26049.0,309,228
26061.0,675,597
26073.0,254,355
26085.0,156,214
26096.0,680,560
26108.0,230,322
26120.0,145,208
26132.0,605,430
26143.0,757,695
26156.0,312,432
26167.0,189,222
26179.0,687,585
26190.0,242,338
26203.0,148,218
26215.0,674,519
26226.0,472,532
26238.0,241,335
26250.0,143,150
26262.0,648,556
26273.0,230,321
26286.0,141,197
26297.0,667,535
26309.0,216,308
26320.0,138,194
26333.0,445,306
26344.0,708,629
26356.0,272,379
26369.0,164,221
26380.0,683,569
26392.0,234,330
26403.0,148,213
26416.0,657,482
26427.0,741,692
26439.0,311,436
26450.0,185,216
26463.0,685,589
26474.0,245,344
26486.0,153,219
26498.0,674,534
26510.0,300,422
26522.0,187,264
26533.0,246,196
26546.0,664,578
26557.0,243,339
26569.0,149,206
26580.0,674,549
26593.0,223,314
26604.0,140,201
26616.0,569,399
26628.0,746,681
26640.0,300,422
26651.0,182,217
26663.0,683,577
26663.0,683,577
26676.0,239,335
26687.0,151,216
26699.0,668,508
26711.0,546,577
26723.0,260,363
26734.0,156,165
26746.0,657,564
26758.0,232,326
26770.0,142,202
26781.0,669,534
26793.0,217,324
26805.0,143,201
26817.0,390,269
26828.0,690,613
26841.0,264,367
26853.0,161,216
26864.0,683,564
26876.0,232,325
26888.0,147,211
26900.0,644,464
26900.0,644,464
26911.0,770,707
26924.0,317,444
26935.0,195,228
26947.0,691,595
26958.0,250,348
26971.0,156,223
26982.0,675,532
26994.0,370,469
27006.0,210,294
27018.0,185,166
27030.0,653,563
27041.0,233,327
27054.0,144,199
27065.0,673,543
27077.0,221,310
27088.0,137,197
27101.0,524,364
27112.0,731,664
27124.0,290,406
27136.0,174,217
27148.0,683,572
27160.0,235,331
27171.0,150,213
27184.0,665,497
27195.0,623,623
27207.0,280,392
27218.0,169,182
27231.0,668,573
27242.0,237,333
