11605970,3.36,0.815,293,359,386,391
11606007,3.56,0.86,209,259,300,327
11606045,3.74,2.345,412,373,360,354
11606082,4,3.55,600,519,463,422
11606120,3.33,0.955,311,365,385,387
11606157,3.48,0.835,213,263,302,326
11606195,3.52,1.755,329,317,320,327
11606232,3.94,3.59,590,500,443,403
11606269,3.24,1.11,324,366,378,376
11606307,3.34,0.8,212,262,298,320
11606344,3.28,1.255,256,265,283,299
11606382,3.82,3.57,574,478,421,382
11606494,3.09,0.84,196,224,253,276
11606532,3.73,3.54,558,459,402,364
11606569,3.19,1.755,387,392,381,365
11606606,3.07,0.72,222,276,307,321
11606644,3.07,0.725,169,206,242,268
11606681,3.7,3.545,556,455,398,360
11606719,3.34,2.27,453,435,410,382
11606756,3.08,0.725,241,301,332,341
11606794,3.18,0.76,180,221,258,284
11606831,3.78,3.56,564,466,411,374
11606868,3.63,2.845,537,497,457,418
11606906,3.26,0.775,275,341,371,377
11606943,3.45,0.825,199,247,288,315
11606981,3.86,3.045,504,432,397,375
11607018,3.92,3.295,584,521,472,431
11607056,3.35,0.805,291,356,384,389
11607093,3.54,0.86,209,258,299,325
11607131,3.76,2.435,424,381,365,357
11607169,3.99,3.525,600,520,465,424
11607205,3.33,0.93,308,364,385,388
11607243,3.49,0.845,213,263,302,327
11607280,3.56,1.85,343,327,327,332
11607318,3.95,3.585,593,504,447,407
11607355,3.25,1.065,319,364,378,377
11607393,3.36,0.805,210,261,298,320
11607430,3.32,1.335,267,273,288,303
11607468,3.84,3.57,576,481,424,385
11607505,3.17,1.265,337,367,372,366
11607542,3.2,0.76,211,261,296,315
11607580,3.11,0.9,205,230,257,279
11607617,3.74,3.555,561,462,405,367
11607655,3.18,1.65,374,384,377,363
11607692,3.08,0.725,219,271,303,318
11607730,3.06,0.73,168,205,241,267
11607768,3.69,3.54,554,453,397,359
11607804,3.29,2.15,438,424,402,376
11607842,3.06,0.715,237,295,325,335
11607879,3.14,0.745,176,216,253,278
11607917,3.77,3.575,565,465,410,372
11607954,3.56,2.72,520,484,447,411
11607992,3.22,0.76,269,333,363,370
11608029,3.39,0.815,195,241,282,308
11608067,3.85,3.175,520,442,402,376
11608104,3.87,3.215,577,519,471,430
11608141,3.34,0.795,288,354,382,388
11608179,3.54,0.855,207,256,297,324
11608216,3.8,2.6,445,395,374,363
11608254,4,3.5,600,524,470,428
11608291,3.34,0.885,303,363,386,389
11608329,3.52,0.855,212,261,302,327
11608367,3.61,1.98,361,338,336,338
11608403,3.97,3.58,596,509,452,412
11608441,3.28,1.04,318,365,380,380
11608478,3.4,0.81,212,262,300,322
11608516,3.38,1.43,282,284,297,309
11608553,3.87,3.58,580,487,430,391
11608591,3.19,1.215,332,366,373,368
11608628,3.24,0.77,211,261,296,315
11608666,3.15,0.98,217,238,263,283
11608704,3.76,3.555,564,466,409,371
11608740,3.17,1.555,363,378,374,362
11608778,3.1,0.725,215,267,300,315
11608815,3.05,0.725,170,206,241,267
11608853,3.68,3.545,554,452,396,358
11608890,3.24,2.02,421,413,394,370
11608928,3.04,0.715,231,287,318,329
11608966,3.1,0.735,173,212,248,273
11609003,3.74,3.565,562,462,406,368
11609040,3.49,2.605,501,470,436,402
11609077,3.17,0.75,262,324,354,361
11609115,3.32,0.8,191,236,275,301
11609152,3.83,3.295,534,450,406,377
11609190,3.8,3.12,568,514,468,428
11609227,3.32,0.79,285,351,380,386
11609265,3.52,0.855,206,254,296,322
11609303,3.82,2.72,462,406,382,368
11609339,3.99,3.455,597,524,471,430
11609377,3.35,0.86,300,361,385,390
11609414,3.53,0.85,211,261,301,327
11609452,3.66,2.125,381,352,345,345
11609489,3.99,3.57,598,513,457,416
11609527,3.3,1,314,364,381,382
11609565,3.43,0.825,212,262,300,323
11609602,3.43,1.55,299,296,305,316
11609639,3.9,3.585,583,491,434,395
11609676,3.2,1.17,328,365,374,370
11609714,3.27,0.78,210,260,296,316
11609751,3.19,1.08,231,248,270,289
11609789,3.78,3.56,568,471,414,375
11609826,3.17,1.45,353,373,373,363
11609864,3.13,0.74,213,264,297,314
11609902,3.05,0.735,178,212,245,270
11609938,3.7,3.545,554,454,398,360
11609976,3.21,1.915,407,404,388,367
11610013,3.04,0.71,226,282,313,325
11610051,3.08,0.73,170,208,244,270
11610088,3.71,3.55,559,459,402,364
11610126,3.42,2.465,480,455,425,393
11610164,3.13,0.735,253,314,345,352
11610201,3.26,0.78,186,229,268,293
11610238,3.8,3.41,547,457,408,376
11610275,3.73,3.01,556,507,464,424
11610313,3.29,0.785,281,347,377,383
11610350,3.49,0.845,203,251,293,319
11610388,3.84,2.865,481,419,389,372
11610425,3.96,3.395,593,524,473,431
11610463,3.35,0.82,294,358,384,389
11610501,3.54,0.855,209,259,300,326
11610537,3.71,2.27,400,365,354,350
11610575,3.99,3.555,599,516,461,420
11610612,3.31,0.955,310,363,382,384
11610650,3.46,0.83,211,261,300,324
11610687,3.49,1.69,319,309,315,323
11610725,3.92,3.57,588,497,440,400
11610763,3.23,1.12,323,364,375,373
11610800,3.31,0.79,211,261,297,318
11610838,3.25,1.18,246,258,278,295
11610874,3.81,3.565,571,475,418,379
11610912,3.16,1.34,343,368,371,363
11610949,3.16,0.745,211,262,295,313
11610987,3.06,0.795,189,218,249,272
11611024,3.71,3.545,557,457,400,362
11611062,3.18,1.76,388,391,380,363
11611100,3.05,0.715,221,275,306,320
11611137,3.05,0.725,168,205,241,267
11611174,3.68,3.54,556,455,398,360
11611211,3.35,2.315,460,440,413,384
11611249,3.08,0.725,244,304,334,343
11611286,3.19,0.76,180,222,260,285
11611324,3.78,3.52,560,464,411,375
11611362,3.66,2.89,542,500,459,419
11611399,3.27,0.775,277,343,373,379
11611437,3.46,0.83,200,248,289,316
11611473,3.86,3.025,501,431,397,376
11611511,3.94,3.325,587,523,473,432
11611548,3.36,0.8,291,356,384,390
11611586,3.55,0.86,209,258,299,326
11611623,3.76,2.415,421,379,363,357
11611661,4,3.53,600,520,465,424
11611699,3.33,0.925,308,364,384,387
11611736,3.49,0.845,212,262,301,326
11611773,3.56,1.835,340,324,326,331
11611810,3.95,3.585,592,503,447,407
11611848,3.25,1.06,318,363,377,376
11611885,3.35,0.795,209,260,297,319
11611923,3.3,1.315,263,270,286,301
11611961,3.83,3.575,576,481,424,384
11611998,3.15,1.24,332,363,369,363
11612036,3.19,0.75,209,258,293,312
11612072,3.09,0.885,202,227,255,277
11612110,3.72,3.55,561,462,404,366
11612147,3.16,1.635,372,382,375,361
11612185,3.06,0.715,217,269,301,315
11612222,3.03,0.72,166,203,239,265
11612260,3.66,3.54,553,452,395,357
11612298,3.27,2.15,438,424,401,375
11612335,3.04,0.71,236,294,324,334
11612372,3.13,0.745,176,216,253,278
11612409,3.76,3.575,564,465,410,372
11612447,3.56,2.74,521,485,448,411
11612484,3.22,0.765,268,333,363,370
11612522,3.39,0.815,195,241,282,308
11612560,3.85,3.165,520,442,402,376
11612597,3.87,3.22,577,519,471,430
11612635,3.34,0.79,288,354,382,388
11612672,3.54,0.855,207,256,297,324
11612709,3.8,2.6,446,396,375,364
11612746,4,3.495,599,524,470,428
11612784,3.35,0.89,303,363,386,389
11612821,3.52,0.85,212,262,302,327
11612859,3.62,2,363,340,337,339
11612897,3.98,3.58,596,509,453,412
11612934,3.28,1.035,317,365,380,380
11612972,3.4,0.81,211,262,299,322
11613008,3.38,1.455,285,286,298,311
11613046,3.87,3.575,581,488,431,391
11613083,3.19,1.215,332,366,373,369
11613121,3.24,0.775,211,261,296,316
11613159,3.16,1,220,240,265,285
11613196,3.76,3.56,565,467,410,372
11613234,3.17,1.535,360,377,374,362
11613271,3.1,0.73,215,267,299,315
11613308,3.05,0.73,172,208,242,268
11613345,3.69,3.54,553,453,396,359
11613383,3.23,1.95,413,407,390,368
11613420,3.04,0.715,229,284,315,326
11613458,3.08,0.73,171,210,246,271
11613496,3.72,3.555,560,461,405,366
11613533,3.46,2.54,491,463,431,397
11613571,3.15,0.74,256,319,349,357
11613607,3.29,0.785,188,231,271,297
11613645,3.82,3.35,541,453,407,376
11613682,3.77,3.065,562,511,466,425
11613720,3.3,0.79,283,349,378,384
11613758,3.5,0.845,204,252,294,320
11613795,3.83,2.78,470,411,384,369
11613833,3.97,3.425,594,523,471,430
11613870,3.33,0.805,292,356,382,387
11613907,3.52,0.845,207,257,297,324
11613944,3.66,2.185,388,356,347,345
11613982,3.97,3.56,596,513,457,416
