9436668,330,160,181,227,272,306
9436704,298,144,157,181,213,245
9436741,254,114,128,149,179,210
9436778,338,706,597,489,423,371
9436814,354,593,552,510,467,416
9436851,276,121,241,305,333,342
9436887,296,137,173,217,255,281
9436923,273,124,142,169,200,227
9436959,333,705,605,495,425,378
9436996,383,716,679,620,561,496
9437032,341,144,228,331,376,386
9437069,331,160,184,230,275,307
9437105,300,145,158,183,215,246
9437142,256,117,131,152,183,214
9437178,342,709,594,486,421,370
9437214,353,583,538,499,458,409
9437251,272,119,236,298,327,336
9437287,292,138,169,213,250,276
9437324,268,121,136,163,195,222
9437360,329,701,606,495,424,377
9437396,381,712,680,621,561,496
9437432,339,136,225,329,374,384
9437469,328,157,181,227,272,305
9437505,297,142,156,179,212,243
9437542,253,115,129,151,183,213
9437579,340,708,585,478,415,365
9437615,349,567,527,488,448,401
9437651,269,119,236,297,324,332
9437687,289,135,168,211,248,273
9437724,266,120,136,163,194,220
9437760,328,700,602,492,422,375
9437797,378,709,676,616,556,492
9437833,335,138,229,329,373,383
9437870,327,168,183,228,273,305
9437905,298,147,157,181,213,244
9437942,253,117,131,155,186,216
9437979,342,702,584,478,415,366
9438015,348,553,517,481,443,397
9438052,267,119,234,293,320,329
9438088,285,132,166,209,245,270
9438125,262,121,134,161,191,218
9438160,326,700,604,494,423,375
9438197,378,713,678,619,559,494
9438233,336,134,232,332,375,384
9438270,327,156,185,232,276,307
9438306,299,140,157,182,215,246
9438343,256,117,134,160,190,220
9438380,344,706,581,477,415,367
9438415,347,547,505,472,436,393
9438452,267,116,229,288,315,325
9438488,284,132,166,207,243,267
9438525,260,118,135,161,190,216
9438561,324,699,604,494,424,375
9438598,377,711,676,617,558,492
9438633,334,136,234,332,375,383
9438670,327,162,184,230,274,306
9438707,297,144,158,182,214,245
9438743,254,118,136,163,193,222
9438780,345,704,581,478,417,369
9438816,347,532,496,466,433,391
9438853,265,116,226,283,311,321
9438888,280,133,162,203,239,264
9438925,257,120,131,157,187,213
9438961,323,702,607,496,424,374
9438998,376,711,677,618,558,492
9439034,332,134,235,332,374,383
9439071,329,162,187,233,277,308
9439108,299,146,158,183,215,246
9439143,255,117,139,168,197,225
9439180,347,707,581,477,417,369
9439216,346,524,488,459,427,387
9439253,267,123,229,285,311,321
9439289,282,129,165,205,240,264
9439326,259,121,134,160,190,215
9439362,324,702,601,492,422,373
9439398,375,705,672,612,552,488
9439434,331,136,233,329,371,380
9439471,327,160,187,232,275,306
9439508,298,146,158,182,214,245
9439544,255,118,143,172,200,227
9439581,348,706,573,472,413,366
9439617,344,512,478,452,421,383
9439653,265,120,224,280,307,317
9439689,279,125,162,202,237,261
9439726,256,119,133,157,187,212
9439762,322,701,601,492,421,372
9439799,373,709,671,611,551,486
9439835,328,134,229,326,369,379
9439872,326,159,183,229,273,304
9439908,296,144,157,181,213,243
9439944,251,117,151,178,204,230
9439981,349,705,577,477,418,371
9440017,345,496,464,442,415,380
9440054,263,116,218,271,298,310
9440090,275,127,158,196,230,255
9440126,250,116,128,153,182,207
9440162,318,698,602,492,421,371
9440199,371,707,674,614,553,487
9440235,325,132,226,325,367,377
9440272,325,158,183,229,273,303
9440309,295,143,157,181,213,243
9440345,252,120,163,186,210,234
9440381,351,707,577,478,419,372
9440417,343,484,456,437,412,378
9440454,265,122,218,272,298,311
9440490,275,129,159,197,231,255
9440527,251,113,129,154,183,207
9440563,320,701,601,492,421,371
9440600,372,705,673,613,552,487
9440635,325,133,220,321,364,375
9440672,321,157,180,225,269,300
9440709,292,140,154,177,209,240
9440745,249,122,171,191,213,236
9440782,351,707,578,481,422,375
9440818,343,473,445,430,407,376
9440855,263,117,213,265,292,306
9440890,271,125,158,194,227,251
9440927,247,110,127,151,180,204
9440963,317,695,604,494,422,371
9441000,370,706,673,612,552,486
9441037,323,127,220,320,364,374
9441073,321,156,177,223,268,299
9441110,293,147,150,175,208,238
9441145,248,122,179,197,216,238
9441182,352,707,582,485,426,378
9441218,342,461,438,426,406,375
9441255,263,119,212,264,292,305
9441291,271,124,156,192,226,251
9441328,247,112,127,151,179,204
9441363,317,697,604,494,423,371
9441400,369,705,669,610,550,485
9441437,322,128,215,316,360,371
9441473,320,155,175,221,265,296
9441510,289,142,150,175,207,237
9441546,246,125,188,202,220,241
9441583,352,710,585,488,428,380
9441618,343,450,430,421,403,374
9441655,265,118,210,261,289,303
9441691,271,126,156,192,225,250
9441728,246,108,124,149,178,202
9441764,316,697,604,494,422,370
9441801,369,705,670,610,550,485
9441838,321,128,215,316,360,371
