@,0,419,407,398,386,394,#
@,1,407,396,394,#
@,2,392,401,401,395,392,#
@,17,385,389,387,#
@,47,363,312,334,345,356,#
@,75,353,305,311,318,328,#
@,104,358,391,366,352,344,#
@,135,350,394,382,370,359,#
@,164,337,327,342,346,347,#
@,195,326,272,292,304,316,#
@,225,322,291,290,293,299,#
@,256,325,357,336,323,315,#
@,285,326,378,365,351,338,#
@,316,319,328,338,339,335,#
@,346,311,268,289,300,309,#
@,375,306,261,268,276,285,#
@,406,309,323,306,298,293,#
@,436,310,360,343,329,316,#
@,466,301,309,319,319,315,#
@,496,294,253,273,284,292,#
@,527,290,247,255,262,271,#
@,,303,288,281,278,#
@,587,296,348,330,315,302,#
@,617,294,3319,311,#
@,648,286,252,273,283,290,#
@,677,282,234,265,#
@,707,286,284,272,268,267,#
@,738,290,339,319,305,291,#
@,768,290,328,325,317,307,#
@,798,283,261,280,288,291,#
@,828,278,228,243,255,265,#
@,859,282,272,263,261,262,#
@,888,285,323,305,293,281,#
@,919,286,326,320,311,299,#
@,949,279,265,281,287,288,#
@,979,270,212,233,247,259,#
@,1009,269,234,233,238,244,#
@,1040,269,284,269,261,255,#
@,1072,274,318,303,291,278,#
@,1102,279,316,313,306,295,#
@,1134,281,288,297,298,295,#
@,1165,278,249,264,272,278,#
@,1197,270,222,235,244,255,#
@,1227,263,230,231,235,242,#
@,1259,262,265,254,249,246,#
@,1290,268,309,292,280,268,#
@,1321,277,330,319,307,292,#
@,1352,283,311,313,310,301,#
@,1384,282,266,281,288,290,#
@,1415,277,236,251,261,270,#
@,1446,269,222,232,239,249,#
@,1477,262,237,236,237,241,#
@,1509,261,272,261,254,249,#
