@,0,417,415,397,#
@,1,406,421,409,#
@,1,405,416,411,#
@,2,405,409,406,#
@,3,401,397,397,#
@,21,391,378,378,#
@,39,369,331,343,#
@,58,341,291,307,#
@,77,318,290,295,#
@,96,309,313,308,#
@,114,319,354,337,#
@,134,342,398,371,#
@,154,351,362,359,#
@,174,335,288,310,#
@,193,308,258,276,#
@,214,300,307,298,#
@,233,316,370,343,#
@,252,335,368,355,#
@,273,329,301,315,#
@,292,301,242,267,#
@,312,284,263,266,#
@,331,292,332,309,#
@,352,314,365,342,#
@,371,320,321,322,#
@,391,300,251,272,#
@,411,276,232,248,#
@,431,275,292,278,#
@,450,294,350,323,#
@,470,311,338,327,#
@,490,301,266,284,#
@,509,275,216,241,#
@,529,262,250,250,#
@,549,274,317,294,#
@,569,296,343,321,#
@,588,299,288,295,#
@,609,277,222,245,#
@,628,255,219,230,#
@,648,258,286,268,#
@,667,281,336,310,#
@,688,295,313,307,#
@,707,282,240,260,#
@,727,257,202,224,#
@,747,248,245,241,#
@,766,264,312,287,#
@,786,285,326,308,#
@,806,284,265,275,#
@,826,260,203,227,#
@,845,242,213,221,#
@,865,250,284,263,#
@,885,273,329,302,#
@,905,285,294,291,#
@,924,269,223,244,#
@,945,244,196,215,#
@,940,#
@,987,#
@,1004,280,313,299,#
@,1025,269,222,246,#
@,1045,244,194,214,#
@,1065,254,288,264,#
@,1087,296,#
@,1107,264,227,247,191,213,#
@,1149,251,282,260,#
@,1170,272,321,296,#
@,1190,264,232,250,#
@,1212,242,189,212,#
@,1232,249,276,256,#
@,1253,270,321,294,#
@,1274,26,1295,241,186,211,#
@,1315,247,271,253,#@,1337,269,321,294,#
@,1357,265,240,254,#
@,1185,211,#
@,1398,245,266,250,#
@,1420,268,322,293,#
@,1440,266,246,258,#
@,1461,242,184,212,#
@,1482,244,259,246,#
@,1503,267,#@,1523,266,250,260,#
@,1545,24,1565,242,253,242,#
@,1586,2691,#
@,1607,267,255,263,#
@,1628,243,182,212,#
@,1648,241,247,238,#
@,1670,265,#
@,1711,243,180,211,#
@,1731,239,239,234,#
@,,288,#
@,1773,267,264,267,243,179,211,#
@,1815,237,233,226,261,321,287,#
@,1856,26,1878,246,184,214,#
@,1898,237,228,228,#
@,1918,261,319,286,#
@,1940,270,278,275,#
@,1960,247,184,215,#
@,1981,237,221,224,#
@,2002,258,316,283,#@,2023,269,283,277,#
@,2,217,#
@,2064,235,216,221,256,312,280,#
@,2106,270,288,286,249,190,219,#
@,2148,235,210,218,#
@,2168,254,309,278,#
@,2189,269,294,282,#
@,2210,251,193,222,#
@,2231,234,205,215,#
@,2251,252,303,274,#
@,2273,269,299,285,#
@,2293,252,199,226,#
@,2314,235,198,212,#
@,2335,251,298,270,#
@,2356,269,303,286,#
@,2376,254,204,235,195,210,#
@,2418,249,293,266,#
@,2439,268,307,288,#
@,2459,255,209,233,#
@,2481,235,191,209,#48,289,263,#
@,2522,268,3@,2543,257,214,237,#
@,2564,236,188,209,#@,2584,247,284,259,#
@,2606,267,313,290,#
