@,74969,378,388,#
@,74974,167,244,#
@,74980,702,580,#
@,74986,236,318,#
@,74986,236,318,#
@,74992,137,203,#
@,74997,679,534,#
@,75003,221,313,#
@,75010,134,198,#
@,75010,134,198,#
@,75015,673,517,#
@,75021,210,306,#
@,75027,129,194,#
@,75033,666,498,#
@,75038,204,295,#
@,75044,180,256,#
@,75051,639,478,#
@,75057,196,284,#
@,75062,466,440,#
@,75068,493,428,#
@,75074,179,264,#
@,75079,712,592,#
@,75085,244,327,#
@,75091,140,208,#
@,75098,682,545,#
@,75103,223,314,#
@,75103,223,314,#
@,75109,134,198,#
@,75115,676,523,#
@,75121,213,309,#
@,75126,130,195,#
@,75132,672,509,#
@,75139,209,303,#
@,75144,128,197,#
@,75150,658,481,#
@,75156,196,284,#
@,75162,316,340,#
@,75167,581,458,#
@,75173,189,276,#
@,75180,643,551,#
@,75180,643,551,#
@,75186,373,387,#
@,75191,165,243,#
@,75197,698,578,#
@,75203,238,317,#
@,75208,137,202,#
@,75214,679,533,#
@,75220,218,312,#
@,75227,131,197,#
@,75227,131,197,#
@,75232,675,518,#
@,75232,675,518,#
@,75238,213,307,#
@,75244,130,194,#
@,75244,130,194,#
@,75250,666,497,#
@,75255,204,295,#
@,75261,185,260,#
@,75268,639,478,#
@,75273,195,284,#
@,75279,474,445,#
@,75285,489,429,#
@,75291,182,264,#
@,75296,708,591,#
@,75302,242,326,#
@,75309,139,207,#
@,75315,684,546,#
@,75320,222,314,#
@,75326,132,199,#
@,75332,675,523,#
@,75337,215,310,#
@,75343,131,195,#
@,75350,673,509,#
@,75356,208,303,#
@,75361,128,198,#
@,75361,128,198,#
@,75361,128,198,#
@,75367,657,480,#
@,75373,194,283,#
@,75373,194,283,#
@,75379,320,343,#
@,75384,575,456,#
@,75390,190,275,#
@,75397,653,556,#
@,75402,365,385,#
@,75408,165,242,#
@,75408,165,242,#
@,75414,701,578,#
@,75420,237,315,#
@,75425,135,201,#
@,75431,676,532,#
@,75438,219,312,#
@,75438,219,312,#
@,75438,219,312,#
@,75444,131,197,#
@,75449,671,516,#
@,75455,212,307,#
@,75461,129,194,#
@,75466,667,497,#
@,75472,203,295,#
@,75479,189,264,#
@,75485,636,479,#
@,75490,197,285,#
@,75496,483,453,#
@,75502,485,428,#
@,75502,485,428,#
@,75508,181,264,#
@,75513,709,592,#
@,75513,709,592,#
@,75520,245,328,#
@,75526,141,209,#
@,75531,683,546,#
@,75537,222,316,#
@,75543,133,199,#
@,75549,676,524,#
@,75554,214,311,#
@,75560,130,196,#
@,75567,671,509,#
@,75573,208,303,#
@,75578,129,199,#
@,75584,658,479,#
@,75584,658,479,#
@,75590,194,282,#
@,75595,331,350,#
@,75595,331,350,#
@,75601,576,457,#
@,75608,189,276,#
@,75614,658,560,#
@,75619,358,381,#
@,75625,164,240,#
@,75631,702,577,#
@,75637,235,311,#
@,75642,133,198,#
@,75649,677,529,#
@,75655,216,310,#
@,75660,132,196,#
@,75666,672,515,#
@,75672,212,306,#
@,75678,129,193,#
@,75683,665,496,#
@,75689,202,294,#
@,75696,194,268,#
@,75702,636,478,#
@,75707,196,284,#
@,75713,489,456,#
@,75713,489,456,#
@,75713,489,456,#
@,75713,489,456,#
@,75713,489,456,#
@,75719,481,426,#
@,75724,181,264,#
@,75730,710,593,#
@,75737,244,329,#
@,75737,244,329,#
@,75737,244,329,#
@,75743,140,210,#
@,75743,140,210,#
@,75748,684,546,#
@,75748,684,546,#
@,75754,224,315,#
@,75760,134,200,#
@,75766,673,523,#
@,75766,673,523,#
@,75771,215,311,#
@,75778,131,197,#
@,75784,671,509,#
@,75789,208,303,#
@,75789,208,303,#
@,75795,129,200,#
@,75795,129,200,#
@,75801,656,480,#
@,75807,195,282,#
@,75812,336,353,#
@,75819,571,454,#
@,75825,188,274,#
@,75831,668,565,#
@,75836,351,379,#
@,75842,163,238,#
@,75848,698,574,#
@,75853,234,310,#
@,75859,133,197,#
@,75866,678,529,#
@,75872,214,310,#
@,75877,130,195,#
@,75883,673,516,#
@,75883,673,516,#
@,75889,212,307,#
@,75889,212,307,#
@,75895,130,195,#
@,75900,667,496,#
@,75900,667,496,#
@,75907,204,295,#
@,75913,201,272,#
@,75918,633,476,#
@,75924,194,283,#
@,75930,497,460,#
@,75936,474,424,#
@,75941,179,262,#
@,75948,706,591,#
@,75954,243,327,#
@,75960,140,208,#
@,75965,685,546,#
@,75971,223,316,#
@,75977,134,200,#
@,75982,676,523,#
@,75988,215,310,#
@,75995,132,196,#
@,76001,671,508,#
@,76001,671,508,#
@,76001,671,508,#
@,76006,209,302,#
@,76006,209,302,#
@,76012,128,202,#
@,76018,656,480,#
@,76024,194,282,#
@,76029,344,358,#
@,76036,567,454,#
@,76036,567,454,#
@,76036,567,454,#
@,76042,189,275,#
@,76042,189,275,#
@,76047,677,572,#
@,76053,347,379,#
@,76059,162,239,#
@,76065,700,575,#
@,76070,233,310,#
@,76077,132,197,#
@,76077,132,197,#
@,76077,132,197,#
@,76083,674,528,#
@,76089,217,310,#
@,76094,131,196,#
@,76100,675,516,#
@,76106,209,306,#
@,76106,209,306,#
@,76112,129,194,#
@,76118,667,495,#
@,76124,202,293,#
@,76130,206,274,#
@,76135,630,474,#
@,76141,195,282,#
@,76141,195,282,#
@,76147,505,465,#
@,76153,468,421,#
@,76158,177,260,#
@,76165,708,590,#
@,76165,708,590,#
@,76171,244,327,#
@,76177,140,208,#
@,76177,140,208,#
@,76182,681,544,#
@,76188,223,315,#
@,76194,133,199,#
@,76194,133,199,#
@,76199,672,522,#
@,76199,672,522,#
@,76206,214,309,#
@,76212,131,195,#
@,76212,131,195,#
@,76218,670,508,#
@,76223,208,302,#
@,76229,130,205,#
@,76235,655,480,#
@,76241,197,283,#
@,76247,350,363,#
@,76253,564,453,#
@,76259,188,274,#
@,76259,188,274,#
@,76264,685,578,#
@,76264,685,578,#
@,76270,344,377,#
@,76270,344,377,#
@,76270,344,377,#
@,76270,344,377,#
@,76276,163,238,#
@,76282,696,573,#
@,76282,696,573,#
@,76282,696,573,#
@,76288,235,312,#
@,76288,235,312,#
@,76294,133,198,#
@,76300,676,528,#
@,76306,214,310,#
@,76306,214,310,#
@,76306,214,310,#
@,76311,131,196,#
@,76311,131,196,#
@,76311,131,196,#
@,76317,671,515,#
@,76323,211,306,#
@,76328,129,194,#
@,76335,667,495,#
@,76341,201,293,#
@,76347,213,279,#
@,76352,629,474,#
@,76358,195,282,#
@,76364,512,469,#
@,76370,462,418,#
@,76376,177,259,#
@,76382,709,590,#
@,76388,242,327,#
@,76393,139,208,#
@,76399,682,546,#
@,76405,224,317,#
@,76411,134,201,#
@,76417,675,523,#
@,76423,215,310,#
@,76429,130,196,#
@,76429,130,196,#
@,76435,668,507,#
@,76435,668,507,#
@,76440,207,301,#
@,76446,130,208,#
@,76452,655,480,#
@,76452,655,480,#
@,76457,195,283,#
@,76464,355,367,#
@,76470,560,452,#
@,76476,188,274,#
@,76481,692,582,#
@,76487,335,375,#
@,76493,160,238,#
@,76499,698,573,#
@,76505,234,312,#
@,76511,133,199,#
@,76517,674,527,#
@,76522,215,310,#
@,76522,215,310,#
@,76528,131,195,#
@,76534,673,514,#
@,76540,211,306,#
@,76546,128,194,#
@,76552,666,494,#
@,76558,202,292,#
@,76564,219,283,#
@,76564,219,283,#
@,76569,628,474,#
@,76575,194,283,#
@,76575,194,283,#
@,76575,194,283,#
@,76575,194,283,#
@,76581,521,476,#
@,76587,455,416,#
@,76593,176,257,#
@,76593,176,257,#
@,76599,705,587,#
@,76605,244,326,#
@,76605,244,326,#
@,76610,140,207,#
@,76616,683,544,#
@,76622,221,316,#
@,76622,221,316,#
@,76628,134,200,#
@,76634,675,522,#
@,76634,675,522,#
@,76634,675,522,#
@,76640,214,310,#
@,76640,214,310,#
@,76646,131,196,#
@,76646,131,196,#
@,76646,131,196,#
@,76651,670,508,#
@,76651,670,508,#
@,76657,208,302,#
@,76657,208,302,#
@,76663,131,212,#
@,76669,656,481,#
@,76675,195,283,#
@,76675,195,283,#
@,76681,362,372,#
@,76681,362,372,#
@,76687,556,451,#
@,76687,556,451,#
@,76693,187,274,#
@,76693,187,274,#
@,76698,699,585,#
@,76704,326,371,#
@,76704,326,371,#
@,76704,326,371,#
@,76704,326,371,#
@,76710,159,234,#
@,76716,699,572,#
@,76722,232,311,#
@,76722,232,311,#
@,76728,131,198,#
@,76734,674,526,#
@,76739,215,310,#
@,76745,131,195,#
@,76745,131,195,#
@,76751,673,515,#
@,76758,211,307,#
@,76758,211,307,#
@,76763,128,195,#
@,76769,666,494,#
@,76775,202,292,#
@,76780,226,287,#
@,76786,626,475,#
@,76792,195,283,#
@,76792,195,283,#
@,76792,195,283,#
@,76792,195,283,#
@,76792,195,283,#
@,76798,530,482,#
@,76798,530,482,#
@,76798,530,482,#
@,76804,454,417,#
@,76810,177,259,#
@,76816,709,590,#
@,76822,244,328,#
@,76822,244,328,#
@,76827,140,209,#
@,76833,682,544,#
@,76839,223,317,#
@,76845,135,201,#
@,76851,674,523,#
@,76851,674,523,#
@,76857,215,310,#
@,76863,131,196,#
@,76868,672,507,#
@,76868,672,507,#
@,76868,672,507,#
@,76874,208,302,#
@,76880,132,214,#
@,76880,132,214,#
@,76887,654,481,#
@,76892,196,283,#
@,76892,196,283,#
@,76892,196,283,#
@,76898,364,374,#
@,76898,364,374,#
@,76904,552,448,#
@,76904,552,448,#
@,76909,187,272,#
@,76909,187,272,#
@,76915,706,589,#
@,76915,706,589,#
@,76921,325,370,#
@,76921,325,370,#
@,76921,325,370,#
@,76928,160,234,#
@,76933,696,570,#
@,76939,232,313,#
@,76945,133,199,#
@,76951,678,528,#
@,76956,215,310,#
@,76962,131,195,#
@,76962,131,195,#
@,76962,131,195,#
@,76968,672,514,#
@,76968,672,514,#
@,76974,211,306,#
@,76980,129,194,#
@,76980,129,194,#
@,76986,665,492,#
@,76992,201,290,#
@,76997,229,288,#
@,77003,624,473,#
@,77009,195,282,#
@,77009,195,282,#
@,77016,535,484,#
@,77021,450,415,#
@,77027,176,258,#
@,77027,176,258,#
@,77033,704,587,#
@,77033,704,587,#
@,77033,704,587,#
@,77038,244,326,#
@,77038,244,326,#
@,77038,244,326,#
@,77044,140,208,#
@,77050,683,544,#
@,77057,221,317,#
@,77057,221,317,#
