@,0,417,403,386,#
@,1,393,382,378,#
@,1,378,366,366,#
@,2,366,351,352,#
@,3,350,329,333,#
@,21,335,316,319,#
@,39,323,312,313,#
@,58,321,332,325,#
@,77,329,357,344,#
@,96,343,379,363,#
@,114,353,370,364,#
@,134,347,327,335,#
@,154,325,279,297,#
@,174,307,285,290,#
@,193,310,335,318,#
@,214,325,365,345,#
@,233,330,337,334,#
@,252,317,282,297,#
@,273,297,260,273,#
@,292,291,297,290,#
@,312,304,342,323,#
@,331,316,340,330,#
@,352,310,288,299,#
@,371,290,245,264,#
@,391,277,262,264,#
@,411,283,313,295,#
@,431,299,336,319,#
@,450,303,302,303,#
@,470,288,250,266,#
@,490,270,238,248,#
@,509,269,282,271,#
@,529,284,325,305,#
@,549,296,314,306,#
@,569,288,259,273,#
@,588,268,226,243,#
@,609,258,250,249,#
@,628,268,299,282,#
@,648,284,317,301,#
@,667,284,274,280,#
@,688,268,226,243,#
@,707,252,226,233,#
@,727,255,275,261,#
@,747,272,314,293,#
@,766,281,292,288,#
@,786,271,239,254,#
@,806,253,214,228,#
@,826,248,247,243,#
@,845,260,295,277,#
@,865,275,302,290,#
@,885,273,256,265,#
@,905,255,211,229,#
@,924,242,221,226,#
@,945,248,273,257,#
@,964,266,306,285,#
@,984,273,277,275,#
@,1004,260,224,240,#
@,1025,244,211,223,#
@,1045,252,283,262,#
@,1065,267,297,281,#
@,1087,258,225,242,#
@,1107,242,207,221,#
@,1128,251,278,260,#
@,1149,266,298,281,#
@,1170,258,229,244,#
@,1190,242,205,220,#
@,1212,249,273,256,#
@,1232,264,299,281,#
@,1253,257,230,245,#
@,1274,241,201,219,#
@,1295,247,269,253,#
@,1315,263,299,280,#
@,1337,258,233,246,#
@,1357,241,200,218,#
@,1378,246,264,250,#
@,1398,262,299,280,#
@,1420,258,237,248,#
@,1440,241,199,218,#
@,1461,245,261,248,#
@,1482,261,300,279,#
@,1503,258,239,250,#
@,1523,241,198,217,#
@,1545,243,256,244,#
@,1565,260,299,277,#
@,1586,258,242,251,#
@,1607,241,196,216,#
@,1628,241,252,242,#
@,1648,259,299,276,#
@,1670,258,245,253,#
@,1690,241,197,217,#
@,1711,241,248,240,#
@,1731,258,299,276,#
@,1753,258,249,255,#
@,1773,241,194,216,#
@,1794,239,243,236,#
@,1815,257,299,275,#
@,1836,259,253,256,#
@,1856,241,195,217,#
@,1878,239,239,234,#
@,1898,256,299,274,#
@,1918,259,257,259,#
@,1940,242,195,218,#
@,1960,238,235,232,#
@,1981,256,299,274,#
@,2002,260,260,261,#
@,2023,242,194,218,#
@,2043,237,231,229,#
@,2064,254,298,272,#
@,2085,260,265,263,#
@,2106,243,196,219,#
@,2126,236,226,227,#
@,2148,253,296,271,#
@,2168,261,269,265,#
@,2189,245,198,220,#
@,2210,235,221,224,#
@,2231,251,294,269,#
@,2251,261,273,267,#
@,2273,245,200,221,#
@,2293,235,217,222,#
@,2314,250,291,267,#
@,2335,261,276,268,#
@,2356,247,202,224,#
@,2376,235,214,220,#
@,2397,249,288,265,#
@,2418,261,280,271,#
@,2439,248,206,226,#
@,2459,235,210,219,#
@,2481,247,284,262,#
@,2501,261,284,272,#
@,2522,249,210,229,#
@,2543,235,206,217,#
@,2564,246,280,259,#
@,2584,260,286,273,#
@,2606,250,213,232,#
@,2626,235,204,216,#
@,2647,246,276,256,#
@,2668,260,289,274,#
@,2689,251,217,234,#
@,2709,235,201,215,#
@,2729,244,272,254,#
@,2751,260,292,275,#
@,2771,252,221,237,#
@,2792,236,199,214,#
@,2813,244,269,251,#
@,2834,259,293,275,#
@,2854,252,223,239,#
@,2876,236,197,214,#
@,2896,243,265,249,#
@,2917,258,294,275,#
@,2938,253,227,241,#
@,2959,237,196,213,#
@,2979,242,262,247,#
@,3001,258,295,275,#
@,3021,254,230,243,#
@,3042,237,196,214,#
@,3062,242,259,245,#
@,3084,258,296,276,#
@,3104,254,234,245,#
@,3125,237,194,214,#
@,3146,241,255,243,#
@,3167,258,297,275,#
@,3187,255,238,247,#
@,3209,238,195,214,#
@,3229,240,252,241,#
@,3250,257,297,275,#
@,3271,256,241,249,#
@,3292,238,193,214,#
@,3312,239,248,239,#
@,3334,257,298,275,#
@,3354,257,246,252,#
@,3375,239,193,215,#
@,3395,238,244,236,#
@,3417,256,297,274,#
@,3437,257,249,254,#
@,3458,240,193,216,#
@,3479,238,240,234,#
@,3500,255,298,273,#
@,3520,258,253,256,#
@,3542,240,193,216,#
@,3562,238,236,232,#
@,3582,255,297,273,#
@,3604,259,258,258,#
@,3624,242,195,217,#
@,3645,237,233,230,#
@,3666,254,297,272,#
@,3687,259,262,261,#
@,3707,242,195,218,#
@,3728,236,229,228,#
@,3749,253,295,271,#
@,3770,260,265,263,#
@,3790,243,195,219,#
@,3812,235,224,225,#
@,3832,251,294,270,#
@,3853,261,269,265,#
@,3874,245,198,221,#
@,3895,235,220,224,#
@,3915,251,292,268,#
@,3937,261,274,267,#
@,3957,246,201,222,#
