@,1551803,133,43,60,78,100,103,#
@,1551837,129,41,57,76,97,99,#
@,1551867,177,52,58,91,115,97,#
@,1551900,271,412,312,278,261,193,#
@,1551936,112,32,85,112,133,130,#
@,1551971,129,42,64,88,112,115,#
@,1552004,133,46,61,81,104,107,#
@,1552037,131,40,59,78,99,103,#
@,1552069,136,43,60,81,103,103,#
@,1552103,133,42,57,77,99,100,#
@,1552135,168,48,53,84,108,91,#
@,1552167,260,371,281,254,241,176,#
@,1552203,107,30,78,104,126,122,#
@,1552238,123,39,61,83,107,109,#
@,1552271,128,42,57,77,100,103,#
@,1552305,127,41,57,75,97,100,#
@,1552336,132,41,58,79,101,101,#
@,1552370,130,40,56,76,98,99,#
@,1552401,250,291,226,213,208,157,#
@,1552438,110,32,68,93,116,113,#
@,1552471,126,39,59,82,106,108,#
@,1552504,129,42,58,78,101,103,#
@,1552537,128,40,56,76,97,99,#
@,1552569,208,112,93,117,136,108,#
@,1552604,112,33,43,64,88,87,#
@,1552635,219,200,153,156,163,122,#
@,1552671,98,26,50,71,94,91,#
@,1552702,241,288,224,213,209,156,#
@,1552738,106,29,67,92,115,112,#
@,1552772,124,38,59,82,106,107,#
@,1552804,128,42,57,77,100,102,#
@,1552838,127,41,56,77,98,100,#
@,1552870,145,40,45,71,96,94,#
@,1552902,298,515,399,349,319,240,#
@,1552937,128,40,108,138,158,157,#
@,1552973,142,47,70,96,120,127,#
@,1553006,143,50,62,83,106,112,#
@,1553040,136,45,60,77,98,103,#
@,1553072,136,43,61,81,103,104,#
@,1553105,132,43,59,78,99,101,#
@,1553137,144,39,56,79,102,99,#
@,1553170,205,110,89,113,133,104,#
@,1553205,109,30,41,61,86,84,#
@,1553236,216,192,147,151,159,119,#
@,1553272,97,26,48,69,92,89,#
@,1553303,239,286,223,212,208,155,#
@,1553339,105,30,67,91,114,111,#
@,1553373,123,39,60,82,105,107,#
@,1553405,128,41,57,77,100,102,#
@,1553439,128,40,56,75,98,99,#
@,1553470,206,103,88,114,134,107,#
@,1553506,112,30,42,62,87,86,#
@,1553537,216,188,148,150,158,118,#
@,1553573,97,26,50,69,92,89,#
@,1553603,237,278,219,208,205,153,#
@,1553640,105,29,66,91,114,111,#
@,1553673,123,40,60,82,106,107,#
@,1553707,127,42,56,77,99,102,#
@,1553738,142,39,54,78,102,99,#
@,1553771,203,99,86,110,131,103,#
@,1553805,130,32,31,57,86,79,#
@,1553837,291,529,409,355,323,240,#
@,1553872,125,38,107,137,157,154,#
@,1553908,139,48,69,94,118,125,#
@,1553941,141,46,61,82,105,111,#
@,1553975,135,48,59,78,99,103,#
@,1554007,136,42,62,82,103,105,#
@,1554040,132,43,57,78,99,101,#
@,1554072,146,40,48,74,99,96,#
@,1554104,299,505,392,344,315,237,#
@,1554140,128,40,107,137,157,156,#
@,1554176,141,48,70,94,118,125,#
@,1554209,143,48,62,83,105,111,#
@,1554242,136,46,58,77,98,103,#
@,1554274,136,45,62,81,102,104,#
@,1554308,131,43,58,78,99,101,#
@,1554339,142,43,61,82,104,101,#
@,1554373,142,38,45,71,95,92,#
@,1554404,294,501,387,339,310,233,#
@,1554441,126,38,106,135,155,153,#
@,1554477,139,46,69,94,118,124,#
@,1554509,141,47,60,81,104,110,#
@,1554543,133,49,51,71,98,103,#
@,1554575,134,43,60,78,100,103,#
@,1554609,130,42,56,76,96,99,#
@,1554639,191,57,60,96,121,100,#
@,1554672,188,78,64,92,118,91,#
@,1554705,276,490,376,326,300,220,#
@,1554742,116,34,98,127,147,144,#
@,1554776,137,46,72,98,122,126,#
@,1554809,141,49,63,86,109,114,#
@,1554842,137,46,62,81,103,107,#
@,1554876,133,45,60,78,99,102,#
@,1554908,140,44,60,81,104,102,#
@,1554941,139,43,56,78,101,98,#
@,1554973,197,81,75,103,126,100,#
@,1555008,128,30,28,54,84,77,#
@,1555039,288,518,401,347,317,235,#
@,1555076,121,35,105,134,154,151,#
@,1555110,137,45,69,94,118,124,#
@,1555144,140,47,62,82,105,111,#
@,1555177,133,44,59,76,97,102,#
@,1555210,135,44,61,82,102,104,#
@,1555243,131,41,58,78,100,101,#
@,1555276,128,40,57,76,98,99,#
@,1555307,211,120,100,121,138,109,#
@,1555344,105,32,42,60,84,84,#
@,1555375,142,39,44,70,95,85,#
@,1555405,301,568,441,383,347,261,#
@,1555442,134,41,119,149,169,167,#
@,1555478,148,52,78,104,127,135,#
