@,0,402,345,350,348,364,#
@,1,382,379,369,,333,#
@,92,38,361,356,349,344,#
@,147,319,271,293,304,313,#
@,175,333,354,335,327,322,#
@,203,327,363,354,345,336,#
@,231,306,256,282,294,304,#
@,260,319,324,312,307,305,#
@,287,320,364,348,336,325,#
@,316,296,254,279,290,298,#
@,344,305,297,291,290,291,#
@,371,312,358,339,326,315,#
@,400,290,259,281,289,294,#
@,428,294,270,272,276,280,#
@,456,305,353,331,318,306,#
@,484,286,268,285,290,292,#
@,513,283,245,255,263,270,#
@,540,300,347,322,308,296,#
@,,291,292,291,#
@,596,275,230,246,257,265,#
@,624,209,296,286,#
@,653,281,290,295,294,289,#
@,680,263,261,#
@,708,288,315,294,285,278,#
@,737,281,305,302,296,289,#
@,764,265,214,238,250,259,#
@,793,282,297,281,274,270,#
@,821,281,318,308,299,289,#
@,849,262,214,240,253,261,#
@,877,276,277,267,264,263,#
@,905,281,326,309,297,286,#
@,933,261,221,247,257,263,#
@,961,271,258,255,256,257,#
@,990,281,327,308,295,284,#
@,1017,263,236,256,263,267,#
@,1047,261,222,231,240,247,#
@,1076,275,308,286,275,266,#
@,1104,274,311,305,296,285,#
@,1134,261,225,248,258,265,#
@,1163,263,225,232,239,246,#
@,1192,277,313,290,278,268,#
@,1221,273,305,302,294,285,#
@,1251,260,219,243,254,261,#
@,1280,263,231,235,240,246,#
@,1309,276,317,294,281,270,#
@,1338,271,297,297,291,283,#
@,1237,250,258,#
@,1396,264,239,238,241,246,#
@,1425,276,321,298,284,272,#
@,1455,269,287,291,288,281,#
@,1483,258,208,233,245,255,#
@,1513,266,248,243,245,247,#
@,1542,276,323,301,287,274,#
@,1570,268,279,286,284,279,#
@,1600,257,206,229,243,252,#
@,1629,266,255,248,248,249,#
@,1658,276,324,303,289,276,#
@,1687,265,271,280,280,277,#
@,1717,256,205,227,240,250,#
@,1745,266,262,252,250,250,#
@,1775,275,324,304,290,277,#
@,1804,265,264,276,278,276,#
@,1832,257,205,226,238,248,#
@,1862,268,269,257,254,252,#
@,1891,275,322,305,291,279,#
@,1921,264,258,271,274,273,#
@,1949,257,206,226,238,247,#
@,1979,269,275,262,257,254,#
@,2008,274,320,304,291,279,#
@,2036,262,251,266,270,271,#
@,2066,257,207,225,236,245,#
@,2095,269,281,266,260,256,#
@,2124,274,319,304,292,280,#
@,2153,262,244,262,268,269,#
@,2183,258,209,226,236,245,#
@,2211,271,288,271,263,257,#
@,2241,274,316,304,293,281,#
@,2270,260,237,257,264,267,#
@,2298,258,212,226,235,244,#
@,2328,272,295,276,267,260,#
@,2357,272,313,303,292,281,#
@,2386,259,229,251,260,264,#
@,2415,258,215,226,235,243,#
@,2445,273,302,281,270,262,#
@,2473,271,310,302,292,282,#
@,2502,258,223,247,256,262,#
@,2532,260,220,228,236,243,#
@,2561,274,308,286,274,265,#
@,2590,270,303,299,291,282,#
@,2619,257,217,241,252,259,#
@,2649,260,226,231,237,243,#
@,2677,273,313,290,277,267,#
@,2707,268,296,295,289,281,#
@,2736,257,212,236,248,256,#
@,2764,262,234,235,239,244,#
@,2794,274,318,295,281,269,#
@,2823,268,288,291,287,280,#
@,2852,256,208,233,245,254,#
@,2881,264,244,241,243,246,#
@,2911,274,321,298,284,272,#
@,2939,266,280,286,283,278,#
@,2968,255,205,229,242,251,#
@,2998,264,252,245,245,247,#
@,3026,274,322,301,287,275,#
@,3056,265,271,280,279,276,#
@,3085,256,205,227,240,250,#
@,3115,266,259,251,249,249,#
@,3143,275,323,303,289,276,#
@,3173,264,265,276,277,275,#
@,3202,256,205,226,238,248,#
@,3230,266,266,255,251,250,#
@,3260,273,321,304,290,277,#
@,3289,263,258,272,274,273,#
@,3318,256,205,225,237,246,#
@,3347,268,272,260,255,252,#
@,3377,274,320,304,291,278,#
@,3405,262,252,267,271,271,#
@,3434,257,207,225,236,246,#
@,3464,269,279,265,259,255,#
