@,11421467,366,174,207,252,292,324,#
@,11421504,359,448,398,359,348,352,#@,11421542,442,749,652,581,535,485,#@,11421579,364,168,299,365,395,402,#@,11421617,353,167,199,241,279,310,#@,11421654,321,278,276,268,277,296,#@,11421691,414,738,617,535,487,441,#@,11421729,338,147,266,330,359,364,#
@,11421766,321,148,177,216,251,279,#@,11421804,276,129,155,175,200,229,#
@,11421841,371,719,573,481,431,385,#
@,11421879,306,127,239,299,327,326,#
@,11421916,284,128,156,191,224,247,#
@,11421954,244,108,115,134,160,186,#
@,11421990,329,698,554,456,402,353,#
@,11422028,313,274,329,358,365,344,#
@,11422066,273,120,177,220,252,268,#
@,11422103,249,112,124,149,177,202,#
@,11422141,329,704,563,463,407,362,#
@,11422178,354,464,471,464,447,405,#
@,11422216,300,139,231,285,317,327,#
@,11422253,290,133,156,189,222,250,#
@,11422290,358,720,583,482,427,388,#
@,11422328,406,629,601,567,532,478,#
@,11422365,345,167,286,352,385,394,#
@,11422403,344,161,191,233,273,304,#
@,11422440,372,605,509,437,403,387,#
@,11422478,443,725,659,602,558,504,#
@,11422515,369,173,309,376,408,416,#
@,11422553,365,173,206,251,291,323,#
@,11422589,357,428,385,350,343,348,#
@,11422627,441,749,648,576,530,481,#
@,11422665,361,166,298,362,392,399,#
@,11422702,351,166,198,240,278,308,#
@,11422740,316,257,260,256,268,289,#
@,11422777,411,737,613,529,481,435,#
@,11422815,335,145,260,324,354,359,#
@,11422852,317,147,175,212,247,275,#
@,11422889,272,125,143,165,192,222,#
@,11422927,364,715,567,474,424,378,#
@,11422964,305,125,237,295,324,322,#
@,11423002,280,125,153,188,221,244,#
@,11423039,240,104,112,131,156,182,#
@,11423077,325,698,553,455,400,351,#
@,11423114,315,295,343,367,372,347,#
@,11423152,274,122,182,226,258,273,#
@,11423188,252,111,126,152,181,205,#
@,11423226,330,701,564,463,407,362,#
@,11423264,358,484,485,475,456,412,#
@,11423301,303,140,236,292,323,334,#
@,11423339,295,136,159,193,227,255,#
@,11423376,358,721,584,482,427,390,#
@,11423414,411,644,613,576,539,484,#
@,11423451,349,165,291,359,391,400,#
@,11423489,349,164,194,237,277,309,#
@,11423526,373,589,499,429,399,385,#
@,11423563,444,731,661,601,557,504,#
@,11423601,370,173,308,376,408,417,#
@,11423638,366,174,206,251,291,324,#
@,11423676,355,415,376,343,336,344,#
@,11423713,439,749,648,575,528,479,#
@,11423751,360,164,296,360,390,397,#
@,11423788,350,165,198,240,277,307,#
@,11423825,312,244,249,248,261,283,#
@,11423863,408,737,609,525,476,430,#
@,11423900,332,143,259,322,351,356,#
@,11423938,314,145,173,211,245,272,#
@,11423975,269,122,135,158,186,216,#
@,11424013,361,713,564,470,420,374,#
@,11424050,304,133,240,297,325,322,#
@,11424088,278,125,153,188,221,243,#
@,11424125,239,105,112,132,157,182,#
@,11424162,323,696,552,453,398,349,#
@,11424200,318,317,359,379,381,353,#
@,11424237,275,123,187,232,264,278,#
@,11424275,255,114,129,156,186,210,#
@,11424312,333,706,568,467,411,366,#
@,11424350,364,505,502,489,467,421,#
@,11424387,309,143,243,300,332,342,#
@,11424424,302,140,163,199,234,262,#
@,11424462,362,723,586,485,431,394,#
@,11424499,417,656,624,585,547,491,#
@,11424537,355,169,297,365,399,407,#
@,11424574,355,167,198,242,283,315,#
@,11424612,375,572,488,422,394,384,#
@,11424649,447,735,662,601,556,504,#
@,11424687,372,175,311,378,409,417,#
@,11424724,367,173,207,252,292,324,#
@,11424761,353,398,363,335,331,340,#
@,11424799,438,749,646,571,524,476,#
@,11424836,359,164,295,359,388,395,#
@,11424874,348,164,196,238,275,305,#
@,11424911,308,232,240,241,255,279,#
@,11424949,404,734,605,520,471,426,#
@,11424986,330,142,257,319,348,352,#
@,11425024,311,144,172,209,244,270,#
@,11425061,267,120,131,154,183,213,#
@,11425098,357,712,563,468,418,372,#
@,11425136,304,141,245,300,327,322,#
@,11425173,277,124,154,190,223,245,#
@,11425211,239,104,112,132,157,183,#
@,11425248,323,698,553,454,399,350,#
@,11425286,320,328,367,385,385,356,#
@,11425324,276,125,191,237,269,282,#
@,11425360,259,115,132,160,190,214,#
@,11425398,333,706,569,468,411,368,#
@,11425435,368,514,509,494,471,425,#
@,11425473,312,146,248,305,337,346,#
@,11425510,305,140,165,201,237,265,#
