@,0,406,337,339,336,#
@,1,362,330,#
@,2,342,334,331,327,#
@,3,331,332,330,327,#
@,20,327,334,333,329,#
@,43,349,412,388,367,#
@,66,334,301,321,329,#
@,89,336,345,339,336,#
@,111,346,379,364,351,#
@,136,322,275,297,311,#
@,159,341,388,362,345,#
@,183,317,270,292,304,#
@,207,327,358,341,330,#
@,231,319,305,312,313,#
@,254,312,305,308,308,#
@,279,322,346,332,321,#
@,303,299,256,277,288,#
@,327,319,366,341,323,#
@,351,294,245,269,282,#
@,374,309,348,328,313,#
@,399,297,273,284,289,#
@,422,295,298,296,293,#
@,306,299,#
@,471,282,247,264,273,#
@,494,302,346,323,306,#
@,518,277,228,252,265,#
@,542,296,340,318,301,#
@,566,280,247,262,270,#
@,590,283,296,289,282,#
@,614,285,288,286,281,#
@,637,271,247,258,264,#
@,662,290,328,309,293,#
@,686,266,218,241,254,#
@,709,287,334,309,292,#
@,734,267,224,245,255,#
@,757,276,299,286,277,#
@,781,273,267,270,269,#
@,805,265,251,257,260,#
@,829,281,313,296,282,#
@,852,257,211,234,246,#
@,877,280,327,302,284,#
@,901,258,210,234,246,#
@,925,271,303,287,275,#
@,949,265,250,257,259,#
@,972,262,256,259,258,#
@,997,273,295,283,272,#
@,1020,252,212,232,242,#
@,1045,274,317,292,276,#
@,1071,251,208,231,242,#
@,1095,274,316,293,277,#
@,1120,250,205,229,241,#
@,1145,274,316,293,277,#
@,1170,250,204,228,240,#
@,1196,274,317,294,277,#
@,1220,249,201,226,239,#
@,1245,273,317,293,276,#
@,1270,249,201,225,238,#
@,1295,272,317,293,276,#
@,1319,248,200,225,238,#
@,1345,272,317,293,276,#
@,1370,248,199,224,237,#
@,1395,272,317,294,276,#
@,1420,247,198,223,236,#
@,1444,271,317,293,275,#
@,1470,247,197,223,235,#
@,1495,271,316,293,275,#
@,1519,247,197,222,235,#
@,1545,270,316,292,274,#
@,1569,246,197,222,235,#
@,1595,269,315,291,274,#
@,1619,246,197,222,235,#
@,1644,270,316,292,274,#
@,1670,246,196,221,234,#
@,1694,270,315,291,274,#
@,1719,246,196,221,234,#
@,1744,269,315,291,274,#
@,1769,246,196,222,234,#
@,1795,269,315,291,273,#
@,1819,246,197,222,234,#
@,1844,269,314,291,273,#
@,1869,246,197,221,234,#
@,1894,268,314,290,273,#
@,1918,246,197,222,234,#
@,1944,267,313,290,273,#
@,1969,247,198,222,234,#
@,1994,267,311,289,272,#
