@,6041908,339,142,229,331,376,383,#
@,6041944,316,147,168,213,258,293,#
@,6041980,284,136,144,167,199,231,#
@,6042017,240,109,121,139,163,188,#
@,6042053,317,694,602,494,424,368,#
@,6042090,359,675,622,568,513,451,#
@,6042126,290,117,220,303,342,353,#
@,6042163,303,141,166,211,253,283,#
@,6042199,275,125,139,164,196,226,#
@,6042235,289,568,512,427,376,344,#
@,6042271,376,716,667,597,538,476,#
@,6042308,342,138,229,328,371,378,#
@,6042344,310,143,165,209,253,287,#
@,6042381,278,128,143,165,196,228,#
@,6042418,236,111,120,138,162,186,#
@,6042454,314,692,605,496,424,368,#
@,6042490,359,684,633,577,521,457,#
@,6042526,293,118,222,308,347,357,#
@,6042563,306,143,167,214,257,286,#
@,6042599,278,127,138,165,198,227,#
@,6042636,284,518,477,403,360,334,#
@,6042672,373,715,658,585,525,466,#
@,6042708,344,138,228,323,364,370,#
@,6042744,303,141,161,204,247,280,#
@,6042781,272,128,139,162,193,223,#
@,6042818,232,104,119,136,160,183,#
@,6042854,310,693,606,496,423,366,#
@,6042891,358,687,639,582,525,459,#
@,6042927,295,117,220,308,347,358,#
@,6042963,306,146,169,215,258,287,#
@,6042999,279,130,140,166,199,228,#
@,6043036,277,476,447,382,346,325,#
@,6043072,372,717,652,576,516,458,#
@,6043109,345,167,244,329,366,369,#
@,6043145,298,140,166,208,250,281,#
@,6043182,272,128,141,164,195,224,#
@,6043218,233,105,120,138,161,184,#
@,6043254,309,687,605,496,422,366,#
@,6043291,360,691,646,588,529,463,#
@,6043327,298,121,224,313,352,362,#
@,6043364,309,149,173,219,262,291,#
@,6043400,281,131,143,170,202,233,#
@,6043437,272,430,419,364,334,318,#
@,6043472,371,709,644,566,507,451,#
@,6043509,348,209,271,342,373,372,#
@,6043545,296,139,174,217,256,285,#
@,6043582,272,125,142,168,199,228,#
@,6043619,235,101,120,139,163,187,#
@,6043655,311,696,599,492,420,364,#
@,6043692,359,689,649,589,530,464,#
@,6043727,300,121,227,316,354,363,#
@,6043764,312,152,176,222,265,294,#
@,6043800,285,137,145,172,205,235,#
@,6043837,267,391,387,342,320,309,#
@,6043873,370,709,635,553,494,439,#
@,6043910,347,247,297,352,376,372,#
@,6043945,292,135,183,226,263,290,#
@,6043982,275,127,146,173,205,234,#
@,6044019,238,107,122,141,166,190,#
@,6044055,313,697,593,487,416,363,#
@,6044092,359,692,651,590,530,465,#
@,6044128,303,122,225,315,354,362,#
@,6044165,311,150,173,219,262,292,#
