@,3806,242,349,#
@,3811,756,675,#
@,3817,637,597,#
@,3822,266,382,#
@,3828,772,692,#
@,3833,692,642,#
@,3838,286,411,#
@,3845,786,708,#
@,3850,744,684,#
@,3856,306,438,#
@,3861,734,684,#
@,3866,771,697,#
@,3872,311,445,#
@,3877,669,643,#
@,3884,786,698,#
@,3889,310,443,#
@,3894,599,598,#
@,3900,795,692,#
@,3905,305,436,#
@,3910,534,554,#
@,3916,799,682,#
@,3921,299,427,#
@,3928,467,504,#
@,3933,791,666,#
@,3938,288,414,#
@,3944,402,458,#
@,3949,781,648,#
@,3955,281,401,#
@,3960,337,411,#
@,3965,764,627,#
@,3972,269,386,#
@,3977,276,367,#
@,3983,748,609,#
@,3988,260,373,#
@,3993,226,323,#
@,3999,730,587,#
@,4004,249,358,#
@,4009,179,283,#
@,4016,715,569,#
@,4021,239,345,#
@,4027,152,244,#
@,4032,699,550,#
@,4037,228,332,#
@,4043,142,216,#
@,4048,688,539,#
@,4055,223,323,#
@,4060,137,205,#
@,4065,683,536,#
@,4071,220,320,#
@,4076,136,202,#
@,4082,682,538,#
@,4087,222,321,#
@,4092,136,203,#
@,4099,683,542,#
@,4104,223,324,#
@,4110,138,205,#
@,4115,685,547,#
@,4120,226,327,#
@,4126,140,206,#
@,4131,686,552,#
@,4136,228,329,#
@,4143,140,207,#
@,4148,687,555,#
@,4154,229,330,#
@,4159,141,208,#
@,4164,688,557,#
@,4170,230,330,#
@,4175,142,207,#
@,4182,688,558,#
@,4187,230,330,#
@,4192,140,208,#
@,4198,690,560,#
@,4203,230,330,#
@,4209,141,208,#
@,4214,689,563,#
@,4219,230,331,#
@,4219,230,331,#
@,4226,141,209,#
@,4231,689,564,#
@,4237,231,330,#
@,4242,142,209,#
@,4247,690,568,#
@,4253,232,329,#
@,4258,141,207,#
@,4263,690,569,#
@,4270,233,327,#
@,4275,141,207,#
@,4281,690,572,#
@,4286,234,328,#
@,4291,141,208,#
@,4297,691,576,#
