@,0,407,351,349,347,360,#
@,1,342,338,344,#
@,2,353,344,341,336,337,#
@,17,341,338,336,333,332,#
@,47,349,394,375,362,350,#
@,75,348,396,388,378,366,#
@,104,336,310,332,340,345,#
@,135,333,294,303,312,321,#
@,164,335,339,327,322,320,#
@,195,337,380,363,350,338,#
@,225,332,358,359,353,346,#
@,256,322,296,314,322,327,#
@,285,316,270,282,291,301,#
@,316,316,309,300,297,297,#
@,346,318,356,338,326,315,#
@,375,315,349,345,337,328,#
@,406,306,289,306,312,314,#
@,436,300,252,268,278,288,#
@,466,299,283,277,277,279,#
@,496,302,335,317,305,296,#
@,527,304,313,#
@,557,295,288,301,305,305,#
@,587,288,241,259,270,279,#
@,617,287,259,259,262,267,#
@,648,290,315,298,288,281,#
@,677,291,335,324,313,301,#
@,707,286,289,300,301,298,#
@,738,280,238,257,268,276,#
@,768,278,242,247,252,259,#
@,798,282,298,283,275,270,#
@,828,284,330,316,304,292,#
@,859,281,294,301,300,295,#
@,888,275,240,259,269,275,#
@,919,272,231,240,247,256,#
@,949,276,282,269,264,261,#
@,979,281,325,309,296,284,#
@,1009,280,303,306,301,294,#
@,1040,278,262,276,281,283,#
@,1072,272,234,247,256,264,#
@,1102,267,233,238,243,250,#
@,1134,265,256,249,247,247,#
@,1165,266,288,276,268,260,#
@,1197,272,313,302,292,280,#
@,1227,278,308,306,301,292,#
@,1259,279,278,288,291,290,#
@,1290,276,247,261,268,274,#
@,1321,269,225,236,244,253,#
@,1352,263,234,236,238,244,#
@,1384,262,267,257,252,249,#
@,1415,266,295,284,275,265,#
@,1446,272,313,304,296,283,#
@,1477,277,300,302,299,292,#
@,1509,277,264,277,282,283,#
@,1540,272,236,250,258,266,#
