@,11081,235,315,#
@,11086,133,201,#
@,11092,679,535,#
@,11099,217,312,#
@,11104,132,197,#
@,11110,672,518,#
@,11110,672,518,#
@,11116,213,307,#
@,11122,130,195,#
@,11127,666,500,#
@,11133,203,296,#
@,11140,166,248,#
@,11140,166,248,#
@,11146,644,477,#
@,11151,194,281,#
@,11157,453,432,#
@,11163,501,430,#
@,11168,181,264,#
@,11174,709,592,#
@,11181,242,320,#
@,11181,242,320,#
@,11181,242,320,#
@,11187,137,203,#
@,11192,683,547,#
@,11198,222,312,#
@,11204,132,197,#
@,11210,673,524,#
@,11215,215,308,#
@,11215,215,308,#
@,11222,128,194,#
@,11228,671,511,#
@,11228,671,511,#
@,11233,209,304,#
@,11239,128,194,#
@,11245,661,484,#
@,11251,196,285,#
@,11256,292,330,#
@,11262,594,463,#
@,11269,190,278,#
@,11275,624,541,#
@,11280,384,390,#
@,11286,167,245,#
@,11292,700,582,#
@,11297,238,319,#
@,11303,137,202,#
@,11303,137,202,#
@,11310,682,537,#
@,11316,218,313,#
@,11321,134,198,#
@,11327,676,521,#
@,11333,214,309,#
@,11339,131,196,#
@,11344,670,502,#
@,11351,206,298,#
@,11357,158,243,#
@,11362,647,478,#
@,11368,194,282,#
@,11374,442,424,#
@,11380,509,434,#
@,11385,181,266,#
@,11392,708,594,#
@,11398,247,321,#
@,11404,138,204,#
@,11409,679,547,#
@,11415,221,310,#
@,11421,132,196,#
@,11426,675,524,#
@,11426,675,524,#
@,11432,214,308,#
@,11432,214,308,#
@,11432,214,308,#
@,11439,129,194,#
@,11445,670,511,#
@,11450,208,304,#
@,11456,127,192,#
@,11462,660,485,#
@,11468,195,286,#
@,11473,280,323,#
@,11480,600,465,#
@,11486,192,279,#
@,11491,609,532,#
@,11497,400,397,#
@,11503,169,248,#
@,11509,705,584,#
@,11514,238,320,#
@,11521,138,203,#
@,11527,680,538,#
@,11533,221,313,#
@,11538,133,198,#
@,11538,133,198,#
@,11538,133,198,#
@,11544,674,519,#
@,11550,213,308,#
@,11550,213,308,#
@,11555,130,195,#
@,11561,669,502,#
@,11568,206,298,#
@,11574,149,236,#
@,11579,647,478,#
@,11579,647,478,#
@,11585,194,281,#
@,11591,424,414,#
@,11597,516,435,#
@,11602,182,266,#
@,11609,712,592,#
@,11615,247,319,#
@,11620,135,202,#
@,11620,135,202,#
@,11626,679,548,#
@,11632,223,310,#
@,11638,133,197,#
@,11643,674,525,#
@,11650,213,308,#
@,11656,130,194,#
@,11662,671,512,#
@,11667,209,304,#
@,11667,209,304,#
@,11673,129,193,#
@,11679,661,487,#
@,11684,198,287,#
@,11691,268,315,#
@,11697,605,466,#
@,11703,191,279,#
@,11708,596,523,#
@,11714,409,400,#
@,11720,171,250,#
@,11726,701,584,#
@,11731,240,321,#
@,11731,240,321,#
@,11738,136,204,#
@,11744,682,541,#
@,11749,220,315,#
@,11755,132,199,#
@,11761,675,522,#
@,11767,215,309,#
@,11772,131,197,#
@,11779,670,505,#
@,11785,206,300,#
@,11791,141,232,#
@,11796,651,479,#
@,11802,194,282,#
@,11808,411,406,#
@,11808,411,406,#
@,11813,524,438,#
@,11820,183,267,#
@,11826,714,594,#
@,11832,262,328,#
@,11832,262,328,#
@,11837,139,208,#
@,11843,685,555,#
@,11849,223,312,#
@,11855,131,197,#
@,11860,675,526,#
@,11867,216,309,#
@,11873,130,194,#
@,11878,670,512,#
@,11884,210,303,#
@,11890,127,192,#
@,11896,662,488,#
@,11901,198,287,#
@,11908,253,306,#
@,11914,611,468,#
@,11914,611,468,#
@,11920,193,280,#
@,11925,577,512,#
@,11931,418,402,#
@,11937,172,251,#
@,11942,704,586,#
@,11949,241,322,#
@,11949,241,322,#
@,11955,138,205,#
@,11961,679,541,#
@,11966,221,313,#
@,11972,132,197,#
@,11978,674,521,#
@,11984,213,308,#
@,11990,130,195,#
@,11996,670,505,#
@,12002,207,300,#
@,12002,207,300,#
@,12008,136,225,#
@,12013,651,480,#
@,12019,194,282,#
@,12025,399,397,#
@,12030,532,440,#
@,12037,183,267,#
@,12043,710,591,#
@,12043,710,591,#
@,12049,279,340,#
@,12054,147,216,#
@,12054,147,216,#
@,12054,147,216,#
@,12060,689,559,#
@,12060,689,559,#
@,12060,689,559,#
@,12060,689,559,#
@,12066,220,308,#
@,12072,131,195,#
@,12078,674,525,#
@,12084,214,308,#
@,12090,129,193,#
@,12090,129,193,#
@,12090,129,193,#
@,12095,670,512,#
@,12101,211,303,#
@,12101,211,303,#
@,12107,129,192,#
@,12107,129,192,#
@,12113,665,490,#
@,12119,198,289,#
@,12125,243,299,#
@,12131,615,469,#
@,12137,192,279,#
@,12137,192,279,#
@,12142,560,501,#
@,12148,429,407,#
@,12154,173,253,#
@,12160,704,587,#
@,12166,240,321,#
@,12172,137,203,#
@,12178,681,541,#
@,12183,221,314,#
@,12189,134,198,#
@,12195,673,521,#
@,12201,213,308,#
@,12207,129,194,#
@,12213,670,505,#
@,12219,205,299,#
@,12219,205,299,#
@,12219,205,299,#
@,12224,131,219,#
@,12230,652,480,#
@,12236,195,283,#
@,12242,382,388,#
@,12248,540,444,#
@,12254,184,270,#
@,12260,713,593,#
@,12260,713,593,#
@,12260,713,593,#
@,12266,290,349,#
@,12271,150,221,#
@,12277,689,562,#
@,12277,689,562,#
@,12283,226,307,#
@,12289,130,195,#
@,12295,677,527,#
@,12295,677,527,#
@,12301,215,310,#
@,12307,130,194,#
@,12312,674,514,#
@,12318,211,305,#
@,12324,129,193,#
@,12324,129,193,#
@,12324,129,193,#
@,12324,129,193,#
@,12324,129,193,#
@,12324,129,193,#
@,12331,665,492,#
@,12331,665,492,#
@,12336,200,290,#
@,12336,200,290,#
@,12342,230,291,#
@,12342,230,291,#
@,12342,230,291,#
@,12342,230,291,#
@,12348,620,470,#
@,12348,620,470,#
@,12353,191,279,#
@,12353,191,279,#
@,12359,546,494,#
@,12359,546,494,#
@,12365,439,411,#
@,12371,175,255,#
@,12377,706,589,#
@,12383,244,325,#
@,12383,244,325,#
@,12389,140,207,#
@,12389,140,207,#
@,12389,140,207,#
@,12395,681,544,#
@,12400,221,316,#
@,12406,133,199,#
@,12412,676,522,#
@,12418,214,309,#
@,12424,131,196,#
@,12424,131,196,#
@,12430,670,507,#
@,12436,208,301,#
@,12441,132,214,#
@,12447,653,480,#
@,12447,653,480,#
@,12447,653,480,#
@,12453,194,281,#
@,12460,373,382,#
@,12465,548,447,#
@,12471,186,271,#
@,12477,709,594,#
@,12482,307,360,#
@,12488,154,228,#
@,12494,694,568,#
@,12500,229,307,#
@,12506,129,195,#
@,12512,675,527,#
@,12518,215,309,#
@,12518,215,309,#
@,12524,129,195,#
@,12529,670,514,#
@,12535,207,304,#
@,12541,128,192,#
@,12547,665,492,#
@,12553,201,290,#
@,12559,223,285,#
@,12565,623,471,#
@,12570,193,280,#
@,12570,193,280,#
@,12576,536,486,#
@,12576,536,486,#
@,12582,446,413,#
@,12589,175,256,#
@,12594,706,589,#
@,12600,243,324,#
@,12600,243,324,#
@,12606,139,206,#
@,12611,681,543,#
@,12617,223,314,#
@,12623,133,198,#
@,12630,675,523,#
@,12635,213,309,#
@,12635,213,309,#
@,12641,131,195,#
@,12641,131,195,#
@,12641,131,195,#
@,12647,671,507,#
@,12653,207,301,#
@,12658,130,208,#
@,12664,652,479,#
@,12670,192,281,#
@,12676,364,372,#
@,12682,554,447,#
@,12688,186,270,#
@,12694,707,591,#
@,12699,318,366,#
@,12705,158,232,#
@,12711,692,570,#
@,12711,692,570,#
@,12718,232,307,#
@,12723,130,195,#
@,12723,130,195,#
@,12723,130,195,#
@,12723,130,195,#
@,12723,130,195,#
@,12723,130,195,#
@,12729,676,527,#
@,12729,676,527,#
@,12735,215,308,#
@,12735,215,308,#
@,12735,215,308,#
@,12740,131,194,#
@,12740,131,194,#
@,12746,670,515,#
@,12752,212,306,#
@,12759,130,194,#
@,12759,130,194,#
@,12764,665,495,#
@,12770,201,292,#
@,12776,214,280,#
@,12782,627,473,#
@,12782,627,473,#
@,12782,627,473,#
@,12787,193,282,#
@,12793,522,478,#
@,12793,522,478,#
@,12793,522,478,#
@,12800,456,416,#
@,12805,176,258,#
@,12811,705,592,#
@,12811,705,592,#
@,12817,247,328,#
@,12823,139,208,#
@,12828,685,547,#
@,12834,222,316,#
@,12834,222,316,#
@,12840,135,200,#
@,12847,675,523,#
@,12847,675,523,#
@,12852,215,309,#
@,12852,215,309,#
@,12858,130,194,#
@,12858,130,194,#
@,12864,669,507,#
@,12864,669,507,#
@,12864,669,507,#
@,12869,209,301,#
@,12875,128,204,#
@,12881,656,478,#
@,12888,192,280,#
@,12893,353,365,#
@,12893,353,365,#
@,12899,560,450,#
@,12905,188,272,#
@,12911,698,586,#
@,12916,331,372,#
@,12922,159,235,#
@,12929,698,574,#
@,12929,698,574,#
@,12934,232,308,#
@,12940,130,196,#
@,12946,674,527,#
@,12952,217,309,#
@,12952,217,309,#
@,12952,217,309,#
@,12957,130,194,#
@,12963,674,516,#
@,12963,674,516,#
@,12969,210,305,#
@,12976,128,193,#
@,12981,666,495,#
@,12987,203,292,#
@,12987,203,292,#
@,12993,204,273,#
@,12998,628,473,#
@,12998,628,473,#
@,12998,628,473,#
@,13004,192,280,#
@,13004,192,280,#
@,13004,192,280,#
@,13010,510,470,#
@,13010,510,470,#
@,13017,463,418,#
@,13022,177,258,#
@,13028,705,590,#
@,13034,244,325,#
@,13040,139,207,#
@,13045,678,544,#
@,13051,220,313,#
@,13051,220,313,#
@,13058,131,197,#
@,13058,131,197,#
@,13063,676,523,#
