@,0,404,324,336,340,356,#
@,1,375,344,339,335,342,#
@,2,354,356,350,342,341,#
@,17,339,329,333,332,332,#
@,47,342,360,350,343,338,#
@,75,349,402,386,373,359,#
@,104,338,341,353,354,352,#
@,135,330,289,306,317,326,#
@,164,328,303,303,305,310,#
@,195,331,357,340,329,322,#
@,225,330,374,363,351,340,#
@,256,323,325,336,337,334,#
@,285,314,272,290,301,309,#
@,316,310,275,279,284,291,#
@,346,312,329,313,304,299,#
@,375,313,359,344,332,320,#
@,406,308,320,327,326,322,#
@,436,299,264,282,292,299,#
@,466,295,254,263,270,278,#
@,496,298,304,292,286,283,#
@,527,300,345,329,316,304,#
@,557,297,321,323,319,312,#
@,587,290,261,279,288,293,#
@,617,285,240,252,261,270,#
@,648,288,284,274,271,270,#
@,677,291,332,314,302,290,#
@,707,290,322,320,313,303,#
@,738,283,262,280,286,289,#
@,768,278,230,245,256,265,#
@,798,279,266,259,258,260,#
@,828,283,317,300,288,278,#
@,859,284,321,315,306,295,#
@,888,277,267,281,286,286,#
@,919,272,225,242,253,263,#
@,949,273,248,246,248,252,#
@,979,277,305,287,277,269,#
@,1009,279,321,311,300,289,#
@,1040,278,290,298,297,293,#
@,1072,277,254,269,275,279,#
@,1102,270,228,241,250,259,#
@,1134,265,233,236,240,246,#
@,1165,263,263,254,250,248,#
@,1197,266,292,281,272,263,#
@,1227,274,315,305,295,283,#
@,1259,278,304,304,300,292,#
@,1290,279,271,282,286,287,#
@,1321,275,242,255,263,270,#
@,1352,267,224,234,241,250,#
@,1384,261,237,236,237,241,#
@,1415,261,272,261,255,250,#
@,1446,266,300,288,278,267,#
@,1477,272,310,304,296,285,#
@,1509,277,295,299,297,291,#
@,1540,276,259,272,277,280,#
@,1570,270,231,245,253,262,#
@,1602,264,226,232,238,245,#
@,1633,259,244,240,239,241,#
@,1665,262,280,269,261,254,#
@,1695,268,307,296,285,273,#
@,1727,273,306,304,298,288,#
@,1758,276,282,290,291,288,#
@,1789,274,248,262,269,274,#
@,1820,267,224,236,245,254,#
@,1852,261,229,232,236,242,#
@,1883,260,260,250,246,244,#
@,1914,262,289,277,268,259,#
@,1945,270,310,301,291,279,#
@,1977,275,302,302,298,289,#
@,2008,275,268,279,283,284,#
@,2038,272,240,252,260,267,#
@,2070,264,222,232,239,248,#
@,2101,258,233,233,235,239,#
@,2132,259,270,259,253,248,#
@,2163,264,298,286,276,266,#
@,2195,271,308,303,295,284,#
@,2226,275,293,297,295,289,#
@,2257,275,258,270,276,279,#
@,2288,269,230,243,252,260,#
@,2320,263,225,231,237,245,#
@,2351,258,244,240,239,240,#
@,2382,260,280,269,260,253,#
@,2413,267,307,295,285,273,#
@,2445,273,304,302,296,287,#
@,2476,275,280,288,290,287,#
@,2507,273,247,261,268,273,#
@,2538,266,223,235,244,253,#
@,2569,260,229,232,235,241,#
@,2600,260,259,250,246,244,#
@,2631,263,289,278,269,260,#
@,2663,269,310,301,291,279,#
@,2694,275,300,301,297,289,#
@,2725,275,266,278,282,283,#
@,2756,271,238,251,259,266,#
@,2788,264,221,231,238,247,#
@,2819,258,234,233,235,239,#
@,2850,259,271,259,253,248,#
@,2881,264,299,286,277,266,#
@,2913,270,308,302,295,283,#
@,2944,276,293,296,295,289,#
@,2975,274,257,269,275,278,#
@,3006,269,228,242,251,259,#
@,3037,262,225,231,236,243,#
@,3068,258,244,240,239,240,#
@,3099,260,280,268,261,253,#
@,3131,267,306,295,285,273,#
@,3162,273,304,302,296,286,#
@,3193,275,279,288,289,287,#
@,3224,273,247,260,267,272,#
@,3256,265,223,234,243,252,#
@,3287,259,229,231,235,241,#
@,3318,259,259,250,246,244,#
@,3349,262,289,278,269,260,#
@,3381,269,310,301,291,279,#
@,3411,275,301,301,297,289,#
@,3443,274,266,277,282,282,#
@,3474,271,237,251,258,266,#
@,3506,264,223,231,238,247,#
@,3536,258,234,234,235,239,#
@,3567,259,270,260,253,248,#
@,3599,264,299,287,277,266,#
@,3630,271,309,303,295,284,#
@,3661,276,292,297,295,290,#
@,3692,274,255,269,275,278,#
@,3724,269,229,242,251,259,#
@,3755,262,225,231,236,243,#
@,3786,258,244,240,239,240,#
@,3817,260,279,269,261,254,#
@,3849,267,306,295,285,273,#
@,3879,273,303,302,296,287,#
@,3911,275,278,286,288,286,#
@,3942,272,246,259,266,271,#
@,3974,266,223,234,242,252,#
@,4004,259,229,231,234,240,#
@,4035,258,259,250,246,244,#
@,4067,262,289,277,269,259,#
@,4098,268,309,300,291,279,#
@,4129,274,299,300,296,288,#
@,4160,274,265,276,281,282,#
@,4192,270,236,250,257,265,#
