@,0,409,371,359,#
@,1,375,355,35,#
@,77,3,375,369,#
@,114,356,346,349,#
@,134,335,293,309,#
@,154,313,279,290,#
@,174,310,324,312,#
@,193,323,367,345,#
@,214,334,353,345,#
@,233,325,297,310,#
@,252,303,258,276,#
@,273,291,283,282,#
@,292,301,334,315,#
@,312,315,349,333,#
@,331,316,308,312,#
@,352,297,253,272,#
@,371,280,251,260,#
@,391,281,303,288,#
@,411,297,340,319,#
@,431,307,321,315,#
@,450,296,265,279,#
@,470,275,234,250,#
@,490,268,267,263,#
@,509,279,315,297,#
@,529,294,325,311,#
@,549,#
@,569,274,228,247,#
@,588,259,237,242,#
@,609,264,290,274,#
@,628,281,323,302,#
@,648,288,294,293,#
@,667,277,239,256,#
@,688,257,219,233,#
@,707,253,260,253,#
@,727,269,309,288,#
@,747,283,306,296,#
@,766,278,255,266,#
@,786,258,213,231,#
@,806,246,231,234,#
@,826,255,284,267,#
@,845,272,311,292,#
@,865,277,275,277,#
@,885,263,223,240,#
@,905,245,211,223,#
@,924,246,260,249,#
@,945,263,306,284,#
@,964,275,293,287,#
@,984,268,239,253,#
@,1004,249,204,223,#
@,1025,246,251,243,#
@,1045,263,308,282,#
@,1065,266,263,265,#
@,1087,248,200,224,#
@,1107,245,243,240,#
@,1128,262,306,281,#
@,1149,266,265,266,#
@,1170,248,200,223,#
@,1190,243,238,236,#
@,1212,260,304,279,#
@,1232,266,269,268,#
@,1253,248,199,222,#
@,1274,241,233,233,#
@,1295,258,302,277,#
@,1315,266,273,270,#
@,1337,249,200,224,#
@,1357,241,228,230,#
@,1378,257,300,275,#
@,1398,266,276,272,#
@,1420,250,202,225,#
@,1440,239,222,226,#
@,1461,254,297,272,#
@,1482,266,280,273,#
@,1503,250,204,226,#
@,1523,239,218,224,#
@,1545,252,293,269,#
@,1565,265,284,274,#
@,1586,251,207,228,#
@,1607,238,213,222,#
@,1628,251,288,266,#
@,1648,265,287,276,#
@,1670,251,211,231,#
@,1690,238,209,220,#
@,1711,249,284,263,#
@,1731,263,290,276,#
@,1753,253,215,234,#
@,1773,237,205,217,#
@,1794,248,280,260,#
@,1815,263,293,277,#
@,1836,253,219,236,#
@,1856,238,202,217,#
@,1878,247,276,257,#
@,1898,263,295,278,#
@,1918,255,223,239,#
@,1940,238,200,216,#
@,1960,246,271,254,#
@,1981,262,297,278,#
@,2002,255,226,241,#
@,2023,238,198,215,#
@,2043,245,269,251,#
@,2064,261,298,278,#
@,2085,255,230,244,#
@,2106,239,197,215,#
@,2126,245,265,249,#
@,2148,261,299,279,#
@,2168,257,234,246,#
@,2189,240,197,215,#
@,2210,243,261,246,#
@,2231,259,299,278,#
@,2251,257,237,248,#
@,2273,240,195,215,#
@,2293,243,256,244,#
@,2314,259,300,278,#
@,2335,258,241,250,#
@,2356,239,193,215,#
@,2376,241,252,242,#
@,2397,259,300,277,#
@,2418,259,246,253,#
@,2439,241,194,216,#
@,2459,240,248,239,#
@,2481,258,300,277,#
@,2501,259,250,255,#
@,2522,241,194,215,#
@,2543,239,243,237,#
@,2564,257,300,276,#
@,2584,260,254,257,#
@,2606,241,194,217,#
@,2626,239,239,234,#
@,2647,256,301,275,#
@,2668,260,259,260,#
@,2689,242,192,217,#
@,2709,238,235,232,#
@,2729,256,300,275,#
@,2751,262,263,263,#
@,2771,243,194,218,#
@,2792,237,230,229,#
@,2813,254,299,273,#
@,2834,261,267,264,#
@,2854,245,196,220,#
@,2876,237,225,226,#
@,2896,253,298,272,#
@,2917,262,271,266,#
@,2938,246,198,221,#
@,2959,237,221,224,#
@,2979,252,294,270,#
@,3001,263,277,270,#
@,3021,248,202,224,#
@,3042,236,216,222,#
@,3062,251,292,268,#
@,3084,263,280,272,#
@,3104,249,204,225,#
@,3125,236,212,220,#
@,3146,249,288,265,#
@,3167,263,284,273,#
@,3187,250,208,228,#
@,3209,236,208,218,#
@,3229,248,284,262,#
@,3250,262,288,275,#
@,3271,251,213,232,#
@,3292,236,205,217,#
@,3312,247,280,259,#
@,3334,261,291,276,#
@,3354,251,216,234,#
@,3375,236,201,215,#
@,3395,247,276,257,#
@,3417,261,293,276,#
@,3437,253,220,237,#
@,3458,237,200,215,#
@,3479,245,273,254,#
@,3500,261,295,277,#
@,3520,254,225,240,#
@,3542,238,199,215,#
@,3562,245,269,252,#
@,3582,261,298,277,#
@,3604,255,228,242,#
@,3624,238,197,214,#
@,3645,243,265,249,#
@,3666,260,298,278,#
@,3687,255,231,244,#
@,3707,239,196,215,#
@,3728,243,262,247,#
@,3749,260,298,278,#
@,3770,257,236,247,#
@,3790,240,195,215,#
@,3812,243,258,245,#
@,3832,260,300,278,#
@,3853,258,240,250,#
@,3874,240,195,216,#
@,3895,242,254,243,#
@,3915,258,299,276,#
@,3937,257,244,251,#
@,3957,240,194,216,#
@,3978,240,249,240,#
@,3999,258,299,276,#
@,4020,259,248,254,#
@,4040,241,194,217,#
@,4061,240,246,238,#
@,4082,258,300,276,#
@,4103,260,253,257,#
@,4123,242,194,217,#
@,4145,239,241,235,#
@,4165,257,300,275,#
@,4186,260,257,259,#
@,4207,242,193,217,#
@,4228,238,236,232,#
@,4248,256,300,275,#
@,4270,261,261,262,#
@,4290,243,194,218,#
@,4311,238,232,230,#
@,4332,255,300,274,#
@,4353,262,266,264,#
@,4373,244,196,219,#
