@,0,421,423,404,390,396,#
@,1,401,409,404,394,393,#
@,2,389,389,391,387,385,#
@,17,383,391,389,386,383,#
@,47,365,337,350,356,362,#
@,75,349,296,308,318,330,#
@,104,351,358,342,334,332,#
@,135,347,391,374,361,350,#
@,164,338,352,359,356,351,#
@,195,328,291,311,320,327,#
@,225,322,279,287,295,304,#
@,256,323,328,315,309,306,#
@,285,324,369,352,338,326,#
@,316,319,345,346,341,334,#
@,346,310,281,300,309,314,#
@,375,304,258,269,279,288,#
@,406,305,301,291,287,287,#
@,436,308,349,330,317,306,#
@,466,305,339,336,329,319,#
@,496,297,278,295,302,305,#
@,527,257,268,278,#
@,557,292,276,270,269,271,#
@,587,295,330,312,300,290,#
@,617,295,334,327,318,307,#
@,648,288,279,293,298,298,#
@,677,281,233,251,262,272,#
@,707,281,255,253,256,260,#
@,738,285,313,295,285,276,#
@,768,287,331,320,309,297,#
@,798,282,282,294,296,294,#
@,828,275,231,250,261,270,#
@,859,273,239,242,247,254,#
@,888,278,297,281,272,266,#
@,919,282,328,314,302,289,#
@,949,278,288,297,296,292,#
@,979,272,233,252,263,270,#
@,1009,269,228,236,243,251,#
@,1040,269,266,256,253,252,#
@,1072,271,298,285,276,267,#
@,1102,276,317,308,298,287,#
@,1134,281,304,306,303,295,#
@,1165,280,268,281,285,287,#
@,1197,275,240,252,261,268,#
@,1227,267,226,233,241,250,#
@,1259,262,241,238,239,242,#
@,1290,263,278,266,258,253,#
@,1321,268,305,293,283,272,#
@,1352,275,312,307,300,289,#
@,1384,280,294,299,298,293,#
@,1415,278,256,270,276,280,#
@,1446,270,228,242,251,260,#
@,1477,264,228,232,237,245,#
@,1509,260,249,244,242,242,#
@,1540,262,286,273,265,257,#
@,1570,270,311,300,290,277,#
@,1602,276,306,305,300,290,#
@,1633,278,278,288,290,289,#
@,1665,275,246,259,266,273,#
@,1695,266,221,233,242,252,#
@,1727,261,231,233,235,241,#
@,1758,260,263,253,248,245,#
@,1789,264,294,281,272,262,#
@,1820,271,312,304,294,282,#
@,1852,276,300,301,298,291,#
@,1883,276,264,276,281,283,#
@,1914,271,235,249,257,265,#
@,1945,264,221,230,237,246,#
@,1977,259,237,235,236,239,#
@,2008,260,275,263,255,250,#
@,2038,266,302,290,280,269,#
@,2070,272,309,304,297,286,#
@,2101,276,290,296,295,290,#
@,2132,274,252,267,273,277,#
@,2163,268,225,239,248,257,#
@,2195,261,224,229,234,242,#
@,2226,258,248,242,240,240,#
@,2257,261,285,271,263,255,#
@,2288,268,309,298,288,275,#
@,2320,273,304,303,298,288,#
@,2351,275,277,286,288,286,#
@,2382,272,244,257,264,271,#
@,2413,265,220,232,240,250,#
@,2445,259,230,231,234,239,#
@,2476,258,262,252,247,244,#
@,2507,262,292,280,271,261,#
@,2538,270,311,302,293,281,#
@,2569,275,298,300,297,289,#
@,2600,275,263,275,280,281,#
@,2631,270,234,247,256,263,#
@,2663,263,220,229,236,245,#
@,2694,258,236,234,235,238,#
@,2725,259,274,262,255,249,#
@,2756,265,303,290,280,268,#
@,2788,272,309,304,297,286,#
@,2819,276,290,296,295,290,#
@,2850,275,253,267,273,277,#
@,2881,268,226,239,248,257,#
@,2913,261,224,229,234,242,#
@,2944,258,248,241,240,240,#
@,2975,260,284,271,263,255,#
@,3006,267,309,297,287,275,#
