@,454,726,663,652,630,585,#
@,505,664,628,617,606,5
@,296,138,158,183,21
@,253,116,197,213,#
@,226,55,186,198,#
@,28,179,189,#
@,200,146,180,190,#
@,338,317,288,#
@,334,546,484,422,#
@,383,716,700,526,#
@,734,696,653,597,#
@,510,720,691,673,#
@,483,308,374,4
@,431,353,398,#
@,380,184,197,#
@,3168,193,227,256,#
@,268,122,102,222,#
@
@,214,92,180,190,#
@,202,87,117,145,17
@,226,34
@,310,682,616
@,
@,448,591,#
@,507,74
@,494,389
@,446,2#
@,394,19
@,331,#
@,278,229,#
@,207,#
