@,9648660,530,744,701,641,597,565,#
@,9648696,530,574,623,617,596,572,#@,9648733,504,374,468,504,518,525,#@,9648769,498,366,414,437,454,472,#@,9648805,471,366,396,404,414,435,#@,9648842,501,641,603,555,526,511,#
@,9648878,536,721,709,664,621,584,#@,9648915,504,413,517,547,550,546,#@,9648951,502,368,432,462,479,494,#
@,9648988,484,368,403,415,428,446,#@,9649024,471,465,477,462,456,463,#
@,9649060,527,744,696,635,591,560,#
@,9649096,532,598,639,628,603,575,#
@,9649133,504,375,474,511,524,529,#
@,9649170,500,366,417,441,459,477,#
@,9649206,475,368,398,405,416,436,#
@,9649243,500,626,594,549,522,509,#
@,9649278,539,732,715,667,624,587,#
@,9649315,510,426,527,555,556,551,#
@,9649351,506,372,438,468,485,499,#
@,9649388,488,370,406,419,432,451,#
@,9649424,471,450,466,454,451,460,#
@,9649461,526,739,690,629,586,556,#
@,9649497,535,620,654,638,609,580,#
@,9649533,505,378,479,517,529,534,#
@,9649570,503,367,420,445,463,481,#
@,9649606,478,369,399,407,417,437,#
@,9649643,497,608,583,541,517,506,#
@,9649679,540,740,719,669,625,588,#
@,9649716,513,439,534,560,560,553,#
@,9649752,507,373,441,472,488,502,#
@,9649788,489,370,407,421,434,453,#
@,9649824,470,437,456,447,445,457,#
@,9649861,524,732,682,622,580,552,#
@,9649897,536,638,665,645,614,582,#
@,9649934,505,379,483,521,533,536,#
@,9649971,504,368,422,448,466,484,#
@,9650007,479,368,399,408,418,437,#
@,9650043,493,588,569,531,509,501,#
@,9650079,540,743,718,666,622,586,#
@,9650116,515,454,545,567,564,555,#
@,9650152,506,373,445,476,492,504,#
@,9650189,490,368,407,422,436,455,#
@,9650225,468,422,445,439,439,452,#
@,9650262,521,721,672,613,572,545,#
@,9650297,537,653,673,649,616,583,#
@,9650334,504,382,487,524,535,538,#
@,9650371,503,366,422,448,467,484,#
@,9650407,480,368,399,408,418,438,#
@,9650444,490,568,555,521,501,495,#
@,9650480,538,747,717,663,619,583,#
@,9650516,516,468,554,571,566,556,#
@,9650552,506,373,447,479,494,506,#
@,9650589,490,366,406,423,437,456,#
@,9650625,466,409,434,431,433,447,#
@,9650662,517,709,661,604,564,539,#
@,9650698,537,668,682,653,618,584,#
@,9650735,502,383,490,527,537,539,#
@,9650771,502,365,421,449,468,485,#
@,9650807,480,368,399,408,419,438,#
@,9650844,486,552,542,511,494,490,#
@,9650880,536,746,714,659,615,580,#
@,9650917,519,485,565,580,571,558,#
@,9650953,505,373,450,483,498,509,#
@,9650990,492,367,408,426,441,459,#
@,9651025,465,397,425,424,428,444,#
@,9651062,515,699,651,595,557,534,#
@,9651098,538,682,690,657,620,585,#
@,9651135,503,388,495,532,540,541,#
@,9651172,503,365,423,452,470,487,#
@,9651208,482,369,400,410,421,440,#@,9651245,482,530,526,499,485,484,#@,9651280,535,749,712,655,611,577,#@,9651317,522,508,580,590,578,561,#@,9651353,504,373,454,488,503,513,#@,9651390,493,366,409,428,444,462,#@,9651426,465,384,416,418,424,441,#
@,9651463,512,686,640,585,549,528,#@,9651500,538,695,697,661,622,585,#
@,9651535,503,393,500,535,543,542,#
@,9651572,503,365,425,454,472,489,#
@,9651608,481,365,397,408,420,440,#
@,9651645,478,514,512,488,475,477,#
@,9651681,532,749,709,650,605,572,#
@,9651718,524,531,594,598,583,564,#
@,9651753,503,374,459,494,508,516,#
@,9651790,494,367,411,432,448,466,#
@,9651826,467,376,409,414,421,440,#
@,9651863,510,673,629,577,543,524,#
@,9651900,539,705,703,664,624,587,#
@,9651936,504,400,507,541,547,545,#
@,9651973,504,367,429,458,476,492,#
@,9652008,484,368,401,413,425,444,#
@,9652045,477,497,501,480,470,474,#
@,9652081,532,748,706,647,602,569,#
@,9652118,527,550,608,607,589,567,#
@,9652154,504,375,465,500,514,521,#
@,9652191,496,366,413,435,451,469,#
@,9652227,470,368,402,409,418,438,#
@,9652263,506,657,616,565,534,517,#
@,9652300,538,715,706,664,623,586,#
@,9652336,504,406,511,543,548,545,#
@,9652373,503,367,430,460,477,493,#
@,9652409,483,367,401,413,425,445,#
@,9652446,474,481,489,471,463,468,#
@,9652482,529,746,701,641,597,565,#
@,9652518,529,576,624,618,596,572,#
@,9652554,503,374,468,504,518,525,#
@,9652591,499,369,417,439,456,474,#
@,9652627,471,364,396,405,415,436,#
@,9652664,503,644,606,558,528,513,#
@,9652701,538,722,711,665,623,586,#
@,9652737,506,416,520,549,552,548,#
@,9652773,504,369,434,464,481,496,#
@,9652809,486,369,403,416,429,448,#
@,9652846,472,466,478,463,457,465,#
@,9652882,528,745,697,636,592,561,#
@,9652919,532,596,638,628,603,576,#
@,9652955,504,375,473,510,523,529,#
@,9652992,500,366,416,440,458,476,#
@,9653027,475,369,398,405,416,436,#
@,9653064,500,626,595,550,522,509,#
@,9653101,539,732,715,667,624,587,#
@,9653137,509,423,526,554,556,550,#
@,9653174,505,368,436,466,484,498,#
